Core,Colony,TimePoint,Sample.Time,Date,C.SH,D.SH,Tot.SH,D.Prp,Bleached_1,Experiment,Temperature,Bleaching,Tre_1,Rep_1,Tre_2,Tre_3,Rep_3,,Tre_4
S6-27,S6,T5,T5_S6-27,2016-01-14,0,0.0645091263,0.0645091263,1,Yes,Nutrients1,26,Control,N,2,NA,NA,NA,,NA
S6-27,S6,T13,T13_S6-27,2016-06-13,0,0.0120113886,0.0120113886,1,Yes,Nutrients2,27,Control,N,2,NA,NA,NA,,NA
S6-27,S6,T0,T0_S6-27,2015-06-30,1.95382842709411E-05,0.0355079896,0.0355275279,0.9994500522,Yes,Nutrients1,26,Control,N,2,NA,NA,NA,,NA
S6-27,S6,T11,T11_S6-27,2016-04-05,0,0.0273789732,0.0273789732,1,Yes,Nutrients1,27,Recovery ,N,2,NA,NA,NA,,NA
S6-27,S6,T4,T4_S6-27,2015-12-12,0,0.00520061,0.00520061,1,Yes,Nutrients1,26,Control,N,2,NA,NA,NA,,NA
S6-27,S6,T8,T8_S6-27,2016-02-05,0,0.006977071,0.006977071,1,Yes,Nutrients1,32,Bleaching,N,2,NA,NA,NA,,NA
S6-27,S6,T1,T1_S6-27,2015-08-04,0,0.0205640783,0.0205640783,1,Yes,Nutrients1,26,Control,N,2,NA,NA,NA,,NA
S6-27,S6,T9,T9_S6-27,2016-02-12,0,0.0044769088,0.0044769088,1,Yes,Nutrients1,32,Bleaching,N,2,NA,NA,NA,,NA
S6-27,S6,T2,T2_S6-27,2015-09-17,0,0.1462955449,0.1462955449,1,Yes,Nutrients1,26,Control,N,2,NA,NA,NA,,NA
S6-27,S6,T3,T3_S6-27,2015-10-21,0,0.0963464159,0.0963464159,1,Yes,Nutrients1,26,Control,N,2,NA,NA,NA,,NA
S1-13,S1,T2,T2_S1-13,2015-09-17,0.0011894979,1.91481769265003E-05,0.001208646,0.0158426672,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T3,T3_S1-13,2015-10-21,0.0009747867,0,0.0009747867,0,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T8,T8_S1-13,2016-02-05,0.0003955382,0,0.0003955382,0,Yes,Nutrients1,32,Bleaching,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T5,T5_S1-13,2016-01-14,0.0016655932,0,0.0016655932,0,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T16,T16_S1-13,2017-03-23,0.0002895894,0,0.0002895894,0,Yes,Nutrients2,26,Control,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T11,T11_S1-13,2016-04-05,0.0007664726,0.0002226015,0.0009890741,0.225060513,Yes,Nutrients1,27,Recovery ,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T1,T1_S1-13,2015-08-04,0.0015453333,3.0926286056995E-05,0.0015762596,0.0196200459,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T15,T15_S1-13,2016-09-26,0.0001925823,1.25566942190438E-05,0.000205139,0.0612106507,Yes,Nutrients2,26,Control,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T0,T0_S1-13,2015-06-30,0.0018530183,4.70163240138981E-05,0.0019000346,0.0247449826,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T17,T17_S1-13,2017-05-11,0.0007239314,0,0.0007239314,0,Yes,Nutrients2,26,Control,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T9,T9_S1-13,2016-02-12,8.08386441819776E-05,0,8.08386441819776E-05,0,Yes,Nutrients1,32,Bleaching,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T24,T24_S1-13,2017-07-20,0.0021488987,0,0.0021488987,0,Yes,Mcav,26,Control,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T4,T4_S1-13,2015-12-12,0.001040259,0,0.001040259,0,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T10,T10_S1-13,2016-02-22,0.000002522,0,0.000002522,0,Yes,Nutrients1,32,Bleaching,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T20,T20_S1-13,2017-06-01,0.0003349815,0,0.0003349815,0,Yes,Nutrients2,32,Bleaching,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T14,T14_S1-13,2016-07-19,0.000804538,7.94148267201913E-06,0.0008124794,0.0097743799,Yes,Nutrients2,27,Control,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T13,T13_S1-13,2016-06-13,0.0010797816,0.00003269,0.0011124716,0.0293850458,Yes,Nutrients2,27,Control,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T12,T12_S1-13,2016-05-26,0.0003637503,2.13057184638397E-05,0.000385056,0.0553314824,Yes,Nutrients1,27,Control,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T23,T23_S1-13,2017-06-15,0.0022657185,0,0.0022657185,0,Yes,Nutrients2,32,Bleaching,Control,2,NO3,Control,2,,Mcav
S1-13,S1,T26,T26_S1-13,2018-01-22,0.0001921185,0,0.0001921185,0,Yes,Mcav,26,Control,Control,2,NO3,Control,2,,Mcav
S1-16,S1,T10,T10_S1-16,2016-02-22,0.000000739,0,0.000000739,0,Yes,Nutrients1,32,Bleaching,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T2,T2_S1-16,2015-09-17,0.0001420765,0.0002851657,0.0004272422,0.6674567757,Yes,Nutrients1,26,Control,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T3,T3_S1-16,2015-10-21,0.0005353822,1.05117731368764E-05,0.000545894,0.0192560693,Yes,Nutrients1,26,Control,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T5,T5_S1-16,2016-01-14,0.0007957941,1.05897120110348E-05,0.0008063839,0.0131323462,Yes,Nutrients1,26,Control,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T12,T12_S1-16,2016-05-26,0.0002730688,0.0005667805,0.0008398493,0.6748597859,Yes,Nutrients1,27,Control,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T11,T11_S1-16,2016-04-05,0.0002545424,0.0003800718,0.0006346142,0.5989021602,Yes,Nutrients1,27,Recovery ,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T14,T14_S1-16,2016-07-19,0.0006389504,0.000224259,0.0008632093,0.2597967295,Yes,Nutrients2,27,Control,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T8,T8_S1-16,2016-02-05,0.0020366004,0.000004399,0.0020409993,0.0021552966,Yes,Nutrients1,32,Bleaching,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T9,T9_S1-16,2016-02-12,5.61148378806209E-05,0,5.61148378806209E-05,0,Yes,Nutrients1,32,Bleaching,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T17,T17_S1-16,2017-05-11,0.0040641101,6.59208336103463E-06,0.0040707022,0.0016193971,Yes,Nutrients2,26,Control,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T15,T15_S1-16,2016-09-26,0.0001090456,8.65308342755734E-05,0.0001955765,0.4424398772,Yes,Nutrients2,26,Control,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T24,T24_S1-16,2017-07-20,0.0017542504,0,0.0017542504,0,Yes,Mcav,26,Control,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T0,T0_S1-16,2015-06-30,0.0017786701,0.0015359251,0.0033145952,0.463382414,Yes,Nutrients1,26,Control,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T20,T20_S1-16,2017-06-01,0.0020312385,0,0.0020312385,0,Yes,Nutrients2,32,Bleaching,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T13,T13_S1-16,2016-06-13,0.0006284754,0.0005361011,0.0011645765,0.4603399599,Yes,Nutrients2,27,Control,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T23,T23_S1-16,2017-06-15,0.0014968375,0,0.0014968375,0,Yes,Nutrients2,32,Bleaching,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T16,T16_S1-16,2017-03-23,0.0003713425,0,0.0003713425,0,Yes,Nutrients2,26,Control,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T26,T26_S1-16,2018-01-22,0.0002145738,0,0.0002145738,0,Yes,Mcav,26,Control,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T1,T1_S1-16,2015-08-04,0.0003470031,0.0010465367,0.0013935398,0.7509916298,Yes,Nutrients1,26,Control,Fe,2,NO3,Control,2,,Ssid
S1-16,S1,T4,T4_S1-16,2015-12-12,0.0003102107,1.50874330495035E-05,0.0003252981,0.0463803319,Yes,Nutrients1,26,Control,Fe,2,NO3,Control,2,,Ssid
S2-29,S2,T4,T4_S2-29,2015-12-12,0,0.0096429379,0.0096429379,1,Yes,Nutrients1,26,Control,Dark,1,NO3,Control,1,,
S2-29,S2,T13,T13_S2-29,2016-06-13,0,0.0106188011,0.0106188011,1,Yes,Nutrients2,27,Control,Dark,1,NO3,Control,1,,
S2-29,S2,T10,T10_S2-29,2016-02-22,0,0.0020568756,0.0020568756,1,Yes,Nutrients1,32,Bleaching,Dark,1,NO3,Control,1,,
S2-29,S2,T12,T12_S2-29,2016-05-26,0,0.0028231775,0.0028231775,1,Yes,Nutrients1,27,Control,Dark,1,NO3,Control,1,,
S2-29,S2,T1,T1_S2-29,2015-08-04,0,0.0106896376,0.0106896376,1,Yes,Nutrients1,26,Control,Dark,1,NO3,Control,1,,
S2-29,S2,T15,T15_S2-29,2016-09-26,0,0.0012351034,0.0012351034,1,Yes,Nutrients2,26,Control,Dark,1,NO3,Control,1,,
S2-29,S2,T17,T17_S2-29,2017-05-11,0,0.0052014661,0.0052014661,1,Yes,Nutrients2,26,Control,Dark,1,NO3,Control,1,,
S2-29,S2,T23,T23_S2-29,2017-06-15,0,0.0029261646,0.0029261646,1,Yes,Nutrients2,32,Bleaching,Dark,1,NO3,Control,1,,
S2-29,S2,T14,T14_S2-29,2016-07-19,0.0002134283,0.0083115375,0.0085249659,0.9749643166,Yes,Nutrients2,27,Control,Dark,1,NO3,Control,1,,
S2-29,S2,T20,T20_S2-29,2017-06-01,8.6029341424351E-05,0.0099619018,0.0100479311,0.991438104,Yes,Nutrients2,32,Bleaching,Dark,1,NO3,Control,1,,
S2-29,S2,T0,T0_S2-29,2015-06-30,0,0.0113992258,0.0113992258,1,Yes,Nutrients1,26,Control,Dark,1,NO3,Control,1,,
S2-29,S2,T9,T9_S2-29,2016-02-12,1.29307647986632E-05,0.0182252398,0.0182381705,0.9992910054,Yes,Nutrients1,32,Bleaching,Dark,1,NO3,Control,1,,
S2-29,S2,T3,T3_S2-29,2015-10-21,0,0.0221296324,0.0221296324,1,Yes,Nutrients1,26,Control,Dark,1,NO3,Control,1,,
S2-29,S2,T8,T8_S2-29,2016-02-05,0,0.0080656239,0.0080656239,1,Yes,Nutrients1,32,Bleaching,Dark,1,NO3,Control,1,,
S2-29,S2,T11,T11_S2-29,2016-04-05,0,0.0064646671,0.0064646671,1,Yes,Nutrients1,27,Recovery ,Dark,1,NO3,Control,1,,
S2-29,S2,T16,T16_S2-29,2017-03-23,0,0.0008262887,0.0008262887,1,Yes,Nutrients2,26,Control,Dark,1,NO3,Control,1,,
S2-29,S2,T5,T5_S2-29,2016-01-14,0,0.0045044743,0.0045044743,1,Yes,Nutrients1,26,Control,Dark,1,NO3,Control,1,,
S3-11,S3,T11,T11_S3-11,2016-04-05,0,0.0078246997,0.0078246997,1,Yes,Nutrients1,27,Recovery ,Fe,2,NO3,Control,2,,
S3-11,S3,T20,T20_S3-11,2017-06-01,0,0.0253213703,0.0253213703,1,Yes,Nutrients2,32,Bleaching,Fe,2,NO3,Control,2,,
S3-11,S3,T5,T5_S3-11,2016-01-14,0.010885248,3.41565047200306E-05,0.0109194045,0.0031280556,Yes,Nutrients1,26,Control,Fe,2,NO3,Control,2,,
S3-11,S3,T8,T8_S3-11,2016-02-05,0.000987949,0.0001730288,0.0011609778,0.1490371588,Yes,Nutrients1,32,Bleaching,Fe,2,NO3,Control,2,,
S3-11,S3,T15,T15_S3-11,2016-09-26,2.66367270016598E-05,0.0010722292,0.0010988659,0.9757598016,Yes,Nutrients2,26,Control,Fe,2,NO3,Control,2,,
S3-11,S3,T23,T23_S3-11,2017-06-15,0.0001857449,0.0065872559,0.0067730009,0.9725756819,Yes,Nutrients2,32,Bleaching,Fe,2,NO3,Control,2,,
S3-11,S3,T12,T12_S3-11,2016-05-26,0,0.0046981461,0.0046981461,1,Yes,Nutrients1,27,Control,Fe,2,NO3,Control,2,,
S3-11,S3,T14,T14_S3-11,2016-07-19,7.72618181416022E-05,0.0050093842,0.0050866461,0.9848108523,Yes,Nutrients2,27,Control,Fe,2,NO3,Control,2,,
S3-11,S3,T4,T4_S3-11,2015-12-12,0.0060100039,0.0001043314,0.0061143353,0.0170634057,Yes,Nutrients1,26,Control,Fe,2,NO3,Control,2,,
S3-11,S3,T13,T13_S3-11,2016-06-13,0,0.0047799005,0.0047799005,1,Yes,Nutrients2,27,Control,Fe,2,NO3,Control,2,,
S3-11,S3,T0,T0_S3-11,2015-06-30,0.0050445387,0.0254310257,0.0304755643,0.8344726744,Yes,Nutrients1,26,Control,Fe,2,NO3,Control,2,,
S3-11,S3,T10,T10_S3-11,2016-02-22,2.73571463390764E-07,6.62262228220654E-06,6.89619374559731E-06,0.9603300787,Yes,Nutrients1,32,Bleaching,Fe,2,NO3,Control,2,,
S3-11,S3,T9,T9_S3-11,2016-02-12,0,0.0001009968,0.0001009968,1,Yes,Nutrients1,32,Bleaching,Fe,2,NO3,Control,2,,
S3-11,S3,T2,T2_S3-11,2015-09-17,0.0018174809,0.0020336379,0.0038511188,0.5280641766,Yes,Nutrients1,26,Control,Fe,2,NO3,Control,2,,
S3-11,S3,T3,T3_S3-11,2015-10-21,0.0089266923,0.0013516536,0.0102783459,0.131504971,Yes,Nutrients1,26,Control,Fe,2,NO3,Control,2,,
S3-11,S3,T16,T16_S3-11,2017-03-23,1.19012561173309E-05,0.0010848497,0.001096751,0.9891486251,Yes,Nutrients2,26,Control,Fe,2,NO3,Control,2,,
S3-11,S3,T17,T17_S3-11,2017-05-11,0.0003395915,0.0229858824,0.023325474,0.9854411731,Yes,Nutrients2,26,Control,Fe,2,NO3,Control,2,,
S3-11,S3,T1,T1_S3-11,2015-08-04,0.0021333736,0.0091841727,0.0113175462,0.8114985778,Yes,Nutrients1,26,Control,Fe,2,NO3,Control,2,,
S3-11,S3,T26,T26_S3-11,2018-01-22,0,0.0046870782,0.0046870782,1,Yes,Mcav,26,Control,Fe,2,NO3,Control,2,,
S3-11,S3,T24,T24_S3-11,2017-07-20,0,0.0030748997,0.0030748997,1,Yes,Mcav,26,Control,Fe,2,NO3,Control,2,,
S3-4,S3,T13,T13_S3-4,2016-06-13,0,0.0113392598,0.0113392598,1,Yes,Nutrients2,27,Control,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T11,T11_S3-4,2016-04-05,0,0.0049633765,0.0049633765,1,Yes,Nutrients1,27,Recovery ,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T20,T20_S3-4,2017-06-01,0,0.0201391087,0.0201391087,1,Yes,Nutrients2,32,Bleaching,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T9,T9_S3-4,2016-02-12,0.00003797,0,0.00003797,0,Yes,Nutrients1,32,Bleaching,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T10,T10_S3-4,2016-02-22,0,2.93988986717396E-05,2.93988986717396E-05,1,Yes,Nutrients1,32,Bleaching,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T4,T4_S3-4,2015-12-12,0.0212039658,7.50206816118091E-05,0.0212789865,0.0035255759,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T8,T8_S3-4,2016-02-05,0.0001972445,0.0001296534,0.0003268979,0.3966174394,Yes,Nutrients1,32,Bleaching,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T16,T16_S3-4,2017-03-23,5.57381574238216E-05,0.0066555627,0.0067113009,0.9916948802,Yes,Nutrients2,26,Control,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T15,T15_S3-4,2016-09-26,0,0.0020467967,0.0020467967,1,Yes,Nutrients2,26,Control,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T0,T0_S3-4,2015-06-30,0.0041621281,0.008869982,0.0130321101,0.6806251593,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T23,T23_S3-4,2017-06-15,0.0002934543,0.0045457835,0.0048392378,0.9393594004,Yes,Nutrients2,32,Bleaching,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T26,T26_S3-4,2018-01-22,0,0.0031557053,0.0031557053,1,Yes,Mcav,26,Control,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T2,T2_S3-4,2015-09-17,0.0133768597,0.0022301981,0.0157928946,0.1412152856,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T1,T1_S3-4,2015-08-04,0.0117032745,0.0117378204,0.0234410949,0.5007368659,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T5,T5_S3-4,2016-01-14,0.0135590081,0,0.0135590081,0,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T17,T17_S3-4,2017-05-11,0.0001172397,0.0048548934,0.004972133,0.9764206523,Yes,Nutrients2,26,Control,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T3,T3_S3-4,2015-10-21,0.0360100565,0.0010988181,0.0371088746,0.0296106564,Yes,Nutrients1,26,Control,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T12,T12_S3-4,2016-05-26,0,0.0053591719,0.0053591719,1,Yes,Nutrients1,27,Control,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T14,T14_S3-4,2016-07-19,0.0001076144,0.0074097798,0.0075173942,0.9856846145,Yes,Nutrients2,27,Control,Control,2,NO3,Control,2,,Ssid
S3-4,S3,T24,T24_S3-4,2017-07-20,0,0.0067113264,0.0067113264,1,Yes,Mcav,26,Control,Control,2,NO3,Control,2,,Ssid
S1-11,S1,T1,T1_S1-11,2015-08-04,0.0008865259,0,0.0008865259,0,Yes,Nutrients1,26,Control,N+P,2,NO3,Control,2,,
S1-11,S1,T24,T24_S1-11,2017-07-20,0.0027820152,0,0.0027820152,0,Yes,Mcav,26,Control,N+P,2,NO3,Control,2,,
S1-11,S1,T16,T16_S1-11,2017-03-23,0.0013351859,0,0.0013351859,0,Yes,Nutrients2,26,Control,N+P,2,NO3,Control,2,,
S1-11,S1,T12,T12_S1-11,2016-05-26,0.0003711693,6.1174652564073E-06,0.0003772868,0.0162143654,Yes,Nutrients1,27,Control,N+P,2,NO3,Control,2,,
S1-11,S1,T20,T20_S1-11,2017-06-01,0.0935337776,0,0.0935337776,0,Yes,Nutrients2,32,Bleaching,N+P,2,NO3,Control,2,,
S1-11,S1,T9,T9_S1-11,2016-02-12,0.0005716389,0,0.0005716389,0,Yes,Nutrients1,32,Bleaching,N+P,2,NO3,Control,2,,
S1-11,S1,T2,T2_S1-11,2015-09-17,0.0009932846,1.66002810488344E-05,0.0010098849,0.0164377958,Yes,Nutrients1,26,Control,N+P,2,NO3,Control,2,,
S1-11,S1,T23,T23_S1-11,2017-06-15,0.0010874245,0,0.0010874245,0,Yes,Nutrients2,32,Bleaching,N+P,2,NO3,Control,2,,
S1-11,S1,T4,T4_S1-11,2015-12-12,0.0025219076,0,0.0025219076,0,Yes,Nutrients1,26,Control,N+P,2,NO3,Control,2,,
S1-11,S1,T17,T17_S1-11,2017-05-11,0.0047839502,0,0.0047839502,0,Yes,Nutrients2,26,Control,N+P,2,NO3,Control,2,,
S1-11,S1,T3,T3_S1-11,2015-10-21,0.0009772151,0.00003626,0.0010134751,0.0357778501,Yes,Nutrients1,26,Control,N+P,2,NO3,Control,2,,
S1-11,S1,T8,T8_S1-11,2016-02-05,0.0002930765,0,0.0002930765,0,Yes,Nutrients1,32,Bleaching,N+P,2,NO3,Control,2,,
S1-11,S1,T13,T13_S1-11,2016-06-13,0.0021013695,2.2718179759404E-05,0.0021240877,0.0106954998,Yes,Nutrients2,27,Control,N+P,2,NO3,Control,2,,
S1-11,S1,T11,T11_S1-11,2016-04-05,0.0055662965,0.0001088606,0.0056751571,0.0191819555,Yes,Nutrients1,27,Recovery ,N+P,2,NO3,Control,2,,
S1-11,S1,T15,T15_S1-11,2016-09-26,0.0003755964,0,0.0003755964,0,Yes,Nutrients2,26,Control,N+P,2,NO3,Control,2,,
S1-11,S1,T0,T0_S1-11,2015-06-30,0.0018650848,0.0002334119,0.0020984968,0.1112281508,Yes,Nutrients1,26,Control,N+P,2,NO3,Control,2,,
S1-11,S1,T10,T10_S1-11,2016-02-22,2.81891525210809E-06,0,2.81891525210809E-06,0,Yes,Nutrients1,32,Bleaching,N+P,2,NO3,Control,2,,
S1-11,S1,T5,T5_S1-11,2016-01-14,0.002028107,0,0.002028107,0,Yes,Nutrients1,26,Control,N+P,2,NO3,Control,2,,
S3-2,S3,T23,T23_S3-2,2017-06-15,0,0.0036555083,0.0036555083,1,Yes,Nutrients2,32,Bleaching,N+P,2,NO3,Control,2,,Ssid
S3-2,S3,T2,T2_S3-2,2015-09-17,0.0013609897,0.0027589669,0.0041736014,0.6610518524,Yes,Nutrients1,26,Control,N+P,2,NO3,Control,2,,Ssid
S3-2,S3,T11,T11_S3-2,2016-04-05,0,0.0021038517,0.0021038517,1,Yes,Nutrients1,27,Recovery ,N+P,2,NO3,Control,2,,Ssid
S3-2,S3,T4,T4_S3-2,2015-12-12,0.0070525528,0.0007786996,0.0078312525,0.099434878,Yes,Nutrients1,26,Control,N+P,2,NO3,Control,2,,Ssid
S3-2,S3,T8,T8_S3-2,2016-02-05,0.0002462883,4.71473821694501E-05,0.0002934357,0.1606736431,Yes,Nutrients1,32,Bleaching,N+P,2,NO3,Control,2,,Ssid
S3-2,S3,T10,T10_S3-2,2016-02-22,0,1.08563608769822E-05,1.08563608769822E-05,1,Yes,Nutrients1,32,Bleaching,N+P,2,NO3,Control,2,,Ssid
S3-2,S3,T24,T24_S3-2,2017-07-20,0.0003233432,0.0136610021,0.0139843453,0.9768781991,Yes,Mcav,26,Control,N+P,2,NO3,Control,2,,Ssid
S3-2,S3,T3,T3_S3-2,2015-10-21,0.0112562296,0.0031733271,0.0144295567,0.2199185428,Yes,Nutrients1,26,Control,N+P,2,NO3,Control,2,,Ssid
S3-2,S3,T20,T20_S3-2,2017-06-01,0,0.0304429925,0.0304429925,1,Yes,Nutrients2,32,Bleaching,N+P,2,NO3,Control,2,,Ssid
S3-2,S3,T12,T12_S3-2,2016-05-26,0,0.008602523,0.008602523,1,Yes,Nutrients1,27,Control,N+P,2,NO3,Control,2,,Ssid
S3-2,S3,T16,T16_S3-2,2017-03-23,2.04540664544342E-05,0.0022626635,0.0022831176,0.9910411682,Yes,Nutrients2,26,Control,N+P,2,NO3,Control,2,,Ssid
S3-2,S3,T17,T17_S3-2,2017-05-11,0.0005210215,0.0399781544,0.0404991759,0.987135011,Yes,Nutrients2,26,Control,N+P,2,NO3,Control,2,,Ssid
S3-2,S3,T5,T5_S3-2,2016-01-14,0.0115242857,9.68392341473092E-05,0.0116211249,0.0083330344,Yes,Nutrients1,26,Control,N+P,2,NO3,Control,2,,Ssid
S3-2,S3,T0,T0_S3-2,2015-06-30,0.000516829,0.0180499529,0.0185667819,0.9721637825,Yes,Nutrients1,26,Control,N+P,2,NO3,Control,2,,Ssid
S3-2,S3,T9,T9_S3-2,2016-02-12,0,0.0001109621,0.0001109621,1,Yes,Nutrients1,32,Bleaching,N+P,2,NO3,Control,2,,Ssid
S3-2,S3,T15,T15_S3-2,2016-09-26,6.1374833290702E-06,0.0012092691,0.0012154065,0.994950263,Yes,Nutrients2,26,Control,N+P,2,NO3,Control,2,,Ssid
S3-2,S3,T1,T1_S3-2,2015-08-04,0.0005948826,0.0054036666,0.0059985492,0.9008289175,Yes,Nutrients1,26,Control,N+P,2,NO3,Control,2,,Ssid
S6-18,S6,T3,T3_S6-18,2015-10-21,0,0.0824144226,0.0824144226,1,Yes,Nutrients1,26,Control,N+P,1,NO3,Control,1,,
S6-18,S6,T8,T8_S6-18,2016-02-05,7.9784156886311E-05,0.0060102655,0.0060900497,0.9868992601,Yes,Nutrients1,32,Bleaching,N+P,1,NO3,Control,1,,
S6-18,S6,T17,T17_S6-18,2017-05-11,6.40017358998371E-05,0.0648243855,0.0648883873,0.9990136643,Yes,Nutrients2,26,Control,N+P,1,NO3,Control,1,,
S6-18,S6,T10,T10_S6-18,2016-02-22,0,0.0011003467,0.0011003467,1,Yes,Nutrients1,32,Bleaching,N+P,1,NO3,Control,1,,
S6-18,S6,T1,T1_S6-18,2015-08-04,0,0.0065346178,0.0065346178,1,Yes,Nutrients1,26,Control,N+P,1,NO3,Control,1,,
S6-18,S6,T24,T24_S6-18,2017-07-20,3.16707018520508E-05,0.0036742108,0.0037058815,0.9914539357,Yes,Mcav,26,Control,N+P,1,NO3,Control,1,,
S6-18,S6,T15,T15_S6-18,2016-09-26,0,0.0013808283,0.0013808283,1,Yes,Nutrients2,26,Control,N+P,1,NO3,Control,1,,
S6-18,S6,T12,T12_S6-18,2016-05-26,0,0.0178230428,0.0178230428,1,Yes,Nutrients1,27,Control,N+P,1,NO3,Control,1,,
S6-18,S6,T20,T20_S6-18,2017-06-01,0,0.0215038046,0.0215038046,1,Yes,Nutrients2,32,Bleaching,N+P,1,NO3,Control,1,,
S6-18,S6,T13,T13_S6-18,2016-06-13,0,0.0069688249,0.0069688249,1,Yes,Nutrients2,27,Control,N+P,1,NO3,Control,1,,
S6-18,S6,T9,T9_S6-18,2016-02-12,0,0.0056109226,0.0056109226,1,Yes,Nutrients1,32,Bleaching,N+P,1,NO3,Control,1,,
S6-18,S6,T2,T2_S6-18,2015-09-17,0,0.0361589921,0.0361589921,1,Yes,Nutrients1,26,Control,N+P,1,NO3,Control,1,,
S6-18,S6,T16,T16_S6-18,2017-03-23,0,0.002444892,0.002444892,1,Yes,Nutrients2,26,Control,N+P,1,NO3,Control,1,,
S6-18,S6,T23,T23_S6-18,2017-06-15,0,0.0105397354,0.0105397354,1,Yes,Nutrients2,32,Bleaching,N+P,1,NO3,Control,1,,
S6-18,S6,T5,T5_S6-18,2016-01-14,5.22796852379454E-05,0.0093580342,0.0094103139,0.9944444271,Yes,Nutrients1,26,Control,N+P,1,NO3,Control,1,,
S6-18,S6,T4,T4_S6-18,2015-12-12,0.000027376,0.0057661622,0.0057935381,0.9952747397,Yes,Nutrients1,26,Control,N+P,1,NO3,Control,1,,
S6-18,S6,T0,T0_S6-18,2015-06-30,0,0.0757695442,0.0757695442,1,Yes,Nutrients1,26,Control,N+P,1,NO3,Control,1,,
S6-18,S6,T11,T11_S6-18,2016-04-05,0,0.0022237797,0.0022237797,1,Yes,Nutrients1,27,Recovery ,N+P,1,NO3,Control,1,,
S1-24,S1,T4,T4_S1-24,2015-12-12,0.0007076753,0,0.0007076753,0,Yes,Nutrients1,26,Control,N+P,1,NA,NA,NA,,NA
S1-24,S1,T1,T1_S1-24,2015-08-04,0.001123549,0,0.001123549,0,Yes,Nutrients1,26,Control,N+P,1,NA,NA,NA,,NA
S1-24,S1,T5,T5_S1-24,2016-01-14,0.0010263753,0,0.0010263753,0,Yes,Nutrients1,26,Control,N+P,1,NA,NA,NA,,NA
S1-24,S1,T3,T3_S1-24,2015-10-21,0.0028060866,0,0.0028060866,0,Yes,Nutrients1,26,Control,N+P,1,NA,NA,NA,,NA
