Core,Date,Colony,Time,Sample.Time,YII,C.SH,D.SH,tot.SH,D.Prp,Community,Target_temp,Week_temp,Bleaching,Experiment,Tre_1,Rep_1,Tre_2,Tre_3,Rep_3,Bleached,Tre_4
S2-1,2016-04-05,S2,T11,T11_S2-1,0.528,0,0.0033792834,0.0033792834,1,D,27,NA,Recovery ,Nutrients1,Dark,2,NH4,NH4,2,Yes,Mcav
S2-1,2016-05-26,S2,T12,T12_S2-1,NA,0,0.0037017613,0.0037017613,1,D,27,NA,Control,Nutrients1,Dark,2,NH4,NH4,2,Yes,Mcav
S2-1,2016-06-13,S2,T13,T13_S2-1,NA,0.0004088726,0.0129563446,0.0133652172,0.96940771,D,27,NA,Control,Nutrients2,Dark,2,NH4,NH4,2,Yes,Mcav
S2-1,2016-07-19,S2,T14,T14_S2-1,NA,0,0.030763471,0.030763471,1,D,27,27.1685208333,Control,Nutrients2,Dark,2,NH4,NH4,2,Yes,Mcav
S2-1,2016-09-26,S2,T15,T15_S2-1,NA,0,0.009922692,0.009922692,1,D,26,NA,Control,Nutrients2,Dark,2,NH4,NH4,2,Yes,Mcav
S2-1,2017-03-23,S2,T16,T16_S2-1,NA,0,0.0027552089,0.0027552089,1,D,26,26.3338953846,Control,Nutrients2,Dark,2,NH4,NH4,2,Yes,Mcav
S2-1,2017-05-11,S2,T17,T17_S2-1,0.534,0,0.0376418088,0.0376418088,1,D,26,27.3250833333,Control,Nutrients2,Dark,2,NH4,NH4,2,Yes,Mcav
S2-1,2017-05-18,S2,T18,T18_S2-1,0.523,NA,NA,NA,NA,NA,32,30.224988024,Bleaching,Nutrients2,Dark,2,NH4,NH4,2,Yes,Mcav
S2-1,2017-05-25,S2,T19,T19_S2-1,0.542,NA,NA,NA,NA,NA,32,29.9672335329,Bleaching,Nutrients2,Dark,2,NH4,NH4,2,Yes,Mcav
S2-1,2017-06-01,S2,T20,T20_S2-1,0.502,0,0.0570584394,0.0570584394,1,D,32,31.6596716418,Bleaching,Nutrients2,Dark,2,NH4,NH4,2,Yes,Mcav
S2-1,2017-06-03,S2,T21,T21_S2-1,0.47,NA,NA,NA,NA,NA,32,31.5688179104,Bleaching,Nutrients2,Dark,2,NH4,NH4,2,Yes,Mcav
S2-1,2017-06-08,S2,T22,T22_S2-1,0.454,NA,NA,NA,NA,NA,32,31.9263928571,Bleaching,Nutrients2,Dark,2,NH4,NH4,2,Yes,Mcav
S2-1,2017-06-15,S2,T23,T23_S2-1,0.314,0,0.0050953217,0.0050953217,1,D,32,29.8219074627,Bleaching,Nutrients2,Dark,2,NH4,NH4,2,Yes,Mcav
S2-1,2017-07-20,S2,T24,T24_S2-1,0.354,0,0.0043403571,0.0043403571,1,D,26,NA,Control,Mcav,Dark,2,NH4,NH4,2,Yes,Mcav
S2-1,2018-01-22,S2,T26,T26_S2-1,NA,0,0.002605925,0.002605925,1,D,26,NA,Control,Mcav,Dark,2,NH4,NH4,2,Yes,Mcav
S2-2,2015-06-30,S2,T0,T0_S2-2,0.572,0,0.0076906796,0.0076906796,1,D,26,NA,Control,Nutrients1,Control,2,NA,NA,NA,Yes,NA
S2-2,2015-08-04,S2,T1,T1_S2-2,0.597,0,0.0106671412,0.0106671412,1,D,26,25.6870654762,Control,Nutrients1,Control,2,NA,NA,NA,Yes,NA
S2-2,2015-10-02,S2,T2,T2_S2-2,0.578,0,0.00772853,0.00772853,1,D,26,NA,Control,Nutrients1,Control,2,NA,NA,NA,Yes,NA
S2-2,2015-10-21,S2,T3,T3_S2-2,0.543,0,0.0058476925,0.0058476925,1,D,26,NA,Control,Nutrients1,Control,2,NA,NA,NA,Yes,NA
S2-2,2015-12-12,S2,T4,T4_S2-2,0.522,0,0.0026900446,0.0026900446,1,D,26,24.1799131737,Control,Nutrients1,Control,2,NA,NA,NA,Yes,NA
S2-2,2016-01-14,S2,T5,T5_S2-2,0.543,0,0.0056536866,0.0056536866,1,D,26,24.7799156627,Control,Nutrients1,Control,2,NA,NA,NA,Yes,NA
S2-3,2015-06-30,S2,T0,T0_S2-3,0.561,0,0.0942820356,0.0942820356,1,D,26,NA,Control,Nutrients1,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2015-08-04,S2,T1,T1_S2-3,0.556,0,0.0042574971,0.0042574971,1,D,26,25.6870654762,Control,Nutrients1,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2015-10-02,S2,T2,T2_S2-3,0.559,0,0.0045668426,0.0045668426,1,D,26,NA,Control,Nutrients1,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2015-10-21,S2,T3,T3_S2-3,0.568,4.57725832834881E-05,0.0081958559,0.0082416285,0.9944461725,D,26,NA,Control,Nutrients1,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2015-12-12,S2,T4,T4_S2-3,0.531,1.96151532904687E-05,0.0017442193,0.0017638345,0.9888792551,D,26,24.1799131737,Control,Nutrients1,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2016-01-14,S2,T5,T5_S2-3,0.555,0.000124708,0.0036440315,0.0037687394,0.9669098954,D,26,24.7799156627,Control,Nutrients1,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2016-01-25,S2,T6,T6_S2-3,0.576,NA,NA,NA,NA,NA,32,31.7936130952,Bleaching,Nutrients1,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2016-02-01,S2,T7,T7_S2-3,0.549,NA,NA,NA,NA,NA,32,32.5548154762,Bleaching,Nutrients1,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2016-02-05,S2,T8,T8_S2-3,0.549,1.84872891882942E-05,0.0034502203,0.0034687076,0.9946702659,D,32,32.5288869048,Bleaching,Nutrients1,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2016-02-12,S2,T9,T9_S2-3,0.534,0,0.0011194285,0.0011194285,1,D,32,32.8829107143,Bleaching,Nutrients1,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2016-02-22,S2,T10,T10_S2-3,0.333,0,0.0001509388,0.0001509388,1,D,32,28.6980863095,Bleaching,Nutrients1,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2016-04-05,S2,T11,T11_S2-3,0.496,0,0.0048709469,0.0048709469,1,D,27,NA,Recovery ,Nutrients1,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2016-05-26,S2,T12,T12_S2-3,NA,0,0.003511113,0.003511113,1,D,27,NA,Control,Nutrients1,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2016-06-13,S2,T13,T13_S2-3,NA,0,0.0053966699,0.0053966699,1,D,27,NA,Control,Nutrients2,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2016-07-19,S2,T14,T14_S2-3,NA,0,0.0086191439,0.0086191439,1,D,27,27.1685208333,Control,Nutrients2,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2016-09-26,S2,T15,T15_S2-3,NA,0,0.0012740957,0.0012740957,1,D,26,NA,Control,Nutrients2,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2017-03-23,S2,T16,T16_S2-3,NA,0,0.0006417933,0.0006417933,1,D,26,26.3338953846,Control,Nutrients2,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2017-05-11,S2,T17,T17_S2-3,0.531,0,0.0041520481,0.0041520481,1,D,26,27.3250833333,Control,Nutrients2,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2017-05-18,S2,T18,T18_S2-3,0.534,NA,NA,NA,NA,NA,32,30.224988024,Bleaching,Nutrients2,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2017-05-25,S2,T19,T19_S2-3,0.529,NA,NA,NA,NA,NA,32,29.9672335329,Bleaching,Nutrients2,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2017-06-01,S2,T20,T20_S2-3,0.525,0,0.0072864829,0.0072864829,1,D,32,31.6596716418,Bleaching,Nutrients2,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2017-06-03,S2,T21,T21_S2-3,0.522,NA,NA,NA,NA,NA,32,31.5688179104,Bleaching,Nutrients2,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2017-06-08,S2,T22,T22_S2-3,0.52,NA,NA,NA,NA,NA,32,31.9263928571,Bleaching,Nutrients2,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2017-06-15,S2,T23,T23_S2-3,0.391,0,0.0113776801,0.0113776801,1,D,32,29.8219074627,Bleaching,Nutrients2,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2017-07-20,S2,T24,T24_S2-3,0.491,6.7931829417235E-06,0.0019507579,0.001957551,0.9965297544,D,26,NA,Control,Mcav,N+P,1,NO3,Control,1,Yes,Mcav
S2-3,2018-01-22,S2,T26,T26_S2-3,NA,0,0.0011819278,0.0011819278,1,D,26,NA,Control,Mcav,N+P,1,NO3,Control,1,Yes,Mcav
S2-4,2015-06-30,S2,T0,T0_S2-4,0.569,1.01763679273584E-05,0.0053582474,0.0053684238,0.998104403,D,26,NA,Control,Nutrients1,Fe,2,NA,NA,NA,Yes,NA
S2-4,2015-08-04,S2,T1,T1_S2-4,0.582,0,0.0166401049,0.0166401049,1,D,26,25.6870654762,Control,Nutrients1,Fe,2,NA,NA,NA,Yes,NA
S2-4,2015-10-02,S2,T2,T2_S2-4,0.552,0,0.0019443466,0.0019443466,1,D,26,NA,Control,Nutrients1,Fe,2,NA,NA,NA,Yes,NA
S2-4,2015-10-21,S2,T3,T3_S2-4,0.585,0,0.0045321975,0.0045321975,1,D,26,NA,Control,Nutrients1,Fe,2,NA,NA,NA,Yes,NA
S2-4,2015-12-12,S2,T4,T4_S2-4,0.527,0.00002015,0.0016795183,0.0016996683,0.9881447651,D,26,24.1799131737,Control,Nutrients1,Fe,2,NA,NA,NA,Yes,NA
S2-4,2016-01-14,S2,T5,T5_S2-4,0.524,9.87552063582181E-05,0.0025005877,0.0025993429,0.9620076268,D,26,24.7799156627,Control,Nutrients1,Fe,2,NA,NA,NA,Yes,NA
S2-4,2016-01-25,S2,T6,T6_S2-4,0.535,NA,NA,NA,NA,NA,32,31.7936130952,Bleaching,Nutrients1,Fe,2,NA,NA,NA,Yes,NA
S2-4,2016-02-01,S2,T7,T7_S2-4,0.562,NA,NA,NA,NA,NA,32,32.5548154762,Bleaching,Nutrients1,Fe,2,NA,NA,NA,Yes,NA
S2-4,2016-02-05,S2,T8,T8_S2-4,0.543,8.31078136183128E-06,0.0017829407,0.0017912515,0.9953603492,D,32,32.5288869048,Bleaching,Nutrients1,Fe,2,NA,NA,NA,Yes,NA
S2-4,2016-02-12,S2,T9,T9_S2-4,0.491,0,0.0017445572,0.0017445572,1,D,32,32.8829107143,Bleaching,Nutrients1,Fe,2,NA,NA,NA,Yes,NA
S2-5,2015-06-30,S2,T0,T0_S2-5,0.567,0,0.0078748407,0.0078748407,1,D,26,NA,Control,Nutrients1,CO2,2,Control,Control,2,No,Ssid
S2-5,2015-08-04,S2,T1,T1_S2-5,0.607,0,0.0138858844,0.0138858844,1,D,26,25.6870654762,Control,Nutrients1,CO2,2,Control,Control,2,No,Ssid
S2-5,2015-10-02,S2,T2,T2_S2-5,0.529,0,0.0064214078,0.0064214078,1,D,26,NA,Control,Nutrients1,CO2,2,Control,Control,2,No,Ssid
S2-5,2015-10-21,S2,T3,T3_S2-5,0.626,0,0.0113302611,0.0113302611,1,D,26,NA,Control,Nutrients1,CO2,2,Control,Control,2,No,Ssid
S2-5,2015-12-12,S2,T4,T4_S2-5,0.406,NA,NA,NA,NA,NA,26,24.1799131737,Control,Nutrients1,CO2,2,Control,Control,2,No,Ssid
S2-5,2016-01-14,S2,T5,T5_S2-5,0.53,NA,NA,NA,NA,NA,26,24.7799156627,Control,Nutrients1,CO2,2,Control,Control,2,No,Ssid
S2-5,2016-01-25,S2,T6,T6_S2-5,0.46,NA,NA,NA,NA,NA,32,31.7936130952,Bleaching,Nutrients1,CO2,2,Control,Control,2,No,Ssid
S2-5,2016-02-01,S2,T7,T7_S2-5,0.489,NA,NA,NA,NA,NA,32,32.5548154762,Bleaching,Nutrients1,CO2,2,Control,Control,2,No,Ssid
S2-5,2016-02-05,S2,T8,T8_S2-5,0.506,NA,NA,NA,NA,NA,32,32.5288869048,Bleaching,Nutrients1,CO2,2,Control,Control,2,No,Ssid
S2-5,2016-04-05,S2,T11,T11_S2-5,0.456,NA,NA,NA,NA,NA,27,NA,Recovery ,Nutrients1,CO2,2,Control,Control,2,No,Ssid
S2-5,2016-05-26,S2,T12,T12_S2-5,NA,0,0.003747123,0.003747123,1,D,27,NA,Control,Nutrients1,CO2,2,Control,Control,2,No,Ssid
S2-5,2016-06-13,S2,T13,T13_S2-5,NA,0.0003293844,0.0117120264,0.0120414108,0.972645697,D,27,NA,Control,Nutrients2,CO2,2,Control,Control,2,No,Ssid
S2-5,2016-07-19,S2,T14,T14_S2-5,NA,0,0.0108439153,0.0108439153,1,D,27,27.1685208333,Control,Nutrients2,CO2,2,Control,Control,2,No,Ssid
S2-5,2016-09-26,S2,T15,T15_S2-5,NA,0,0.001584007,0.001584007,1,D,26,NA,Control,Nutrients2,CO2,2,Control,Control,2,No,Ssid
S2-5,2017-03-23,S2,T16,T16_S2-5,NA,0.0001267908,0.0016679597,0.0017947505,0.9293546408,D,26,26.3338953846,Control,Nutrients2,CO2,2,Control,Control,2,No,Ssid
S2-5,2017-05-11,S2,T17,T17_S2-5,0.531,0.0008534544,0.0031452154,0.0039986698,0.7865654234,D,26,27.3250833333,Control,Nutrients2,CO2,2,Control,Control,2,No,Ssid
S2-5,2017-05-18,S2,T18,T18_S2-5,0.541,NA,NA,NA,NA,NA,32,30.224988024,Bleaching,Nutrients2,CO2,2,Control,Control,2,No,Ssid
S2-5,2017-05-25,S2,T19,T19_S2-5,0.551,NA,NA,NA,NA,NA,32,29.9672335329,Bleaching,Nutrients2,CO2,2,Control,Control,2,No,Ssid
S2-5,2017-06-01,S2,T20,T20_S2-5,0.495,0.002120621,0.0112930013,0.0134136222,0.8419054206,D,32,31.6596716418,Bleaching,Nutrients2,CO2,2,Control,Control,2,No,Ssid
S2-5,2017-06-03,S2,T21,T21_S2-5,0.499,NA,NA,NA,NA,NA,32,31.5688179104,Bleaching,Nutrients2,CO2,2,Control,Control,2,No,Ssid
S2-5,2017-06-08,S2,T22,T22_S2-5,0.476,NA,NA,NA,NA,NA,32,31.9263928571,Bleaching,Nutrients2,CO2,2,Control,Control,2,No,Ssid
S2-5,2017-06-15,S2,T23,T23_S2-5,0.389,0.0001920193,0.0099205998,0.0101126191,0.981011908,D,32,29.8219074627,Bleaching,Nutrients2,CO2,2,Control,Control,2,No,Ssid
S2-5,2017-07-20,S2,T24,T24_S2-5,0.504,0,0.0012277723,0.0012277723,1,D,26,NA,Control,Mcav,CO2,2,Control,Control,2,No,Ssid
S2-5,2018-01-22,S2,T26,T26_S2-5,NA,0,0.001276063,0.001276063,1,D,26,NA,Control,Mcav,CO2,2,Control,Control,2,No,Ssid
S2-6,2015-06-30,S2,T0,T0_S2-6,0.569,0,0.0045964626,0.0045964626,1,D,26,NA,Control,Nutrients1,CO2,1,Control,NH4,1,No,Mcav
S2-6,2015-08-04,S2,T1,T1_S2-6,0.638,0,0.0117313588,0.0117313588,1,D,26,25.6870654762,Control,Nutrients1,CO2,1,Control,NH4,1,No,Mcav
S2-6,2015-10-02,S2,T2,T2_S2-6,0.547,0,0.0057733974,0.0057733974,1,D,26,NA,Control,Nutrients1,CO2,1,Control,NH4,1,No,Mcav
S2-6,2015-10-21,S2,T3,T3_S2-6,0.483,0,0.0109557822,0.0109557822,1,D,26,NA,Control,Nutrients1,CO2,1,Control,NH4,1,No,Mcav
S2-6,2015-12-12,S2,T4,T4_S2-6,0.425,0,0.0075259987,0.0075259987,1,D,26,24.1799131737,Control,Nutrients1,CO2,1,Control,NH4,1,No,Mcav
S2-6,2016-01-14,S2,T5,T5_S2-6,0.53,NA,NA,NA,NA,NA,26,24.7799156627,Control,Nutrients1,CO2,1,Control,NH4,1,No,Mcav
S2-6,2016-01-25,S2,T6,T6_S2-6,0.479,NA,NA,NA,NA,NA,32,31.7936130952,Bleaching,Nutrients1,CO2,1,Control,NH4,1,No,Mcav
S2-6,2016-02-01,S2,T7,T7_S2-6,0.466,NA,NA,NA,NA,NA,32,32.5548154762,Bleaching,Nutrients1,CO2,1,Control,NH4,1,No,Mcav
S2-6,2016-02-05,S2,T8,T8_S2-6,0.473,NA,NA,NA,NA,NA,32,32.5288869048,Bleaching,Nutrients1,CO2,1,Control,NH4,1,No,Mcav
S2-6,2016-02-12,S2,T9,T9_S2-6,0.496,NA,NA,NA,NA,NA,32,32.8829107143,Bleaching,Nutrients1,CO2,1,Control,NH4,1,No,Mcav
S2-6,2016-04-05,S2,T11,T11_S2-6,0.459,NA,NA,NA,NA,NA,27,NA,Recovery ,Nutrients1,CO2,1,Control,NH4,1,No,Mcav
S2-6,2016-05-26,S2,T12,T12_S2-6,NA,0,0.0067376727,0.0067376727,1,D,27,NA,Control,Nutrients1,CO2,1,Control,NH4,1,No,Mcav
S2-6,2016-06-13,S2,T13,T13_S2-6,NA,0.0002126445,0.009257456,0.0094701005,0.9775456961,D,27,NA,Control,Nutrients2,CO2,1,Control,NH4,1,No,Mcav
S2-6,2016-07-19,S2,T14,T14_S2-6,NA,0,0.0084514646,0.0084514646,1,D,27,27.1685208333,Control,Nutrients2,CO2,1,Control,NH4,1,No,Mcav
S2-6,2016-09-26,S2,T15,T15_S2-6,NA,0,0.0011165197,0.0011165197,1,D,26,NA,Control,Nutrients2,CO2,1,Control,NH4,1,No,Mcav
S2-6,2017-03-23,S2,T16,T16_S2-6,NA,0.000186121,0.0008934738,0.0010795949,0.8276010421,D,26,26.3338953846,Control,Nutrients2,CO2,1,Control,NH4,1,No,Mcav
S2-6,2017-05-11,S2,T17,T17_S2-6,0.555,0.0045700381,0.0076762399,0.012246278,0.6268222793,D,26,27.3250833333,Control,Nutrients2,CO2,1,Control,NH4,1,No,Mcav
S2-6,2017-05-18,S2,T18,T18_S2-6,0.526,NA,NA,NA,NA,NA,32,30.224988024,Bleaching,Nutrients2,CO2,1,Control,NH4,1,No,Mcav
S2-6,2017-05-25,S2,T19,T19_S2-6,0.54,NA,NA,NA,NA,NA,32,29.9672335329,Bleaching,Nutrients2,CO2,1,Control,NH4,1,No,Mcav
S2-6,2017-06-01,S2,T20,T20_S2-6,0.507,0.0050720909,0.0159659761,0.021038067,0.7589088891,D,32,31.6596716418,Bleaching,Nutrients2,CO2,1,Control,NH4,1,No,Mcav
S2-6,2017-06-03,S2,T21,T21_S2-6,0.5,NA,NA,NA,NA,NA,32,31.5688179104,Bleaching,Nutrients2,CO2,1,Control,NH4,1,No,Mcav
S2-6,2017-06-08,S2,T22,T22_S2-6,0.498,NA,NA,NA,NA,NA,32,31.9263928571,Bleaching,Nutrients2,CO2,1,Control,NH4,1,No,Mcav
S2-6,2017-06-15,S2,T23,T23_S2-6,0.368,0.0003728232,0.0197713763,0.0201441996,0.9814922789,D,32,29.8219074627,Bleaching,Nutrients2,CO2,1,Control,NH4,1,No,Mcav
S2-6,2017-07-20,S2,T24,T24_S2-6,0.496,0,0.0057745195,0.0057745195,1,D,26,NA,Control,Mcav,CO2,1,Control,NH4,1,No,Mcav
S2-6,2018-01-22,S2,T26,T26_S2-6,NA,0,0.004201772,0.004201772,1,D,26,NA,Control,Mcav,CO2,1,Control,NH4,1,No,Mcav
S2-7,2015-06-30,S2,T0,T0_S2-7,0.56,0,0.0078289784,0.0078289784,1,D,26,NA,Control,Nutrients1,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2015-08-04,S2,T1,T1_S2-7,0.59,0,0.017545262,0.017545262,1,D,26,25.6870654762,Control,Nutrients1,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2015-10-02,S2,T2,T2_S2-7,0.576,0,0.0040397678,0.0040397678,1,D,26,NA,Control,Nutrients1,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2015-10-21,S2,T3,T3_S2-7,0.585,0,0.009252366,0.009252366,1,D,26,NA,Control,Nutrients1,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2015-12-12,S2,T4,T4_S2-7,0.538,0,0.0068643902,0.0068643902,1,D,26,24.1799131737,Control,Nutrients1,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2016-01-14,S2,T5,T5_S2-7,0.55,0,0.0096418161,0.0096418161,1,D,26,24.7799156627,Control,Nutrients1,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2016-01-25,S2,T6,T6_S2-7,0.551,NA,NA,NA,NA,NA,32,31.7936130952,Bleaching,Nutrients1,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2016-02-01,S2,T7,T7_S2-7,0.56,NA,NA,NA,NA,NA,32,32.5548154762,Bleaching,Nutrients1,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2016-02-05,S2,T8,T8_S2-7,0.565,0,0.0048497645,0.0048497645,1,D,32,32.5288869048,Bleaching,Nutrients1,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2016-02-12,S2,T9,T9_S2-7,0.513,0,0.0018838917,0.0018838917,1,D,32,32.8829107143,Bleaching,Nutrients1,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2016-02-22,S2,T10,T10_S2-7,0.254,0,0.0006637962,0.0006637962,1,D,32,28.6980863095,Bleaching,Nutrients1,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2016-04-05,S2,T11,T11_S2-7,0.574,0,0.0067772675,0.0067772675,1,D,27,NA,Recovery ,Nutrients1,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2016-05-26,S2,T12,T12_S2-7,NA,0,0.0044605761,0.0044605761,1,D,27,NA,Control,Nutrients1,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2016-06-13,S2,T13,T13_S2-7,NA,0,0.0112442775,0.0112442775,1,D,27,NA,Control,Nutrients2,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2016-07-19,S2,T14,T14_S2-7,NA,0,0.0226847869,0.0226847869,1,D,27,27.1685208333,Control,Nutrients2,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2016-09-26,S2,T15,T15_S2-7,NA,0,0.0054809156,0.0054809156,1,D,26,NA,Control,Nutrients2,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2017-03-23,S2,T16,T16_S2-7,NA,0,0.0054860736,0.0054860736,1,D,26,26.3338953846,Control,Nutrients2,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2017-05-11,S2,T17,T17_S2-7,0.529,0,0.0713621887,0.0713621887,1,D,26,27.3250833333,Control,Nutrients2,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2017-05-18,S2,T18,T18_S2-7,0.523,NA,NA,NA,NA,NA,32,30.224988024,Bleaching,Nutrients2,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2017-05-25,S2,T19,T19_S2-7,0.537,NA,NA,NA,NA,NA,32,29.9672335329,Bleaching,Nutrients2,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2017-06-01,S2,T20,T20_S2-7,0.493,0,0.0394555179,0.0394555179,1,D,32,31.6596716418,Bleaching,Nutrients2,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2017-06-03,S2,T21,T21_S2-7,0.471,NA,NA,NA,NA,NA,32,31.5688179104,Bleaching,Nutrients2,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2017-06-08,S2,T22,T22_S2-7,0.462,NA,NA,NA,NA,NA,32,31.9263928571,Bleaching,Nutrients2,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2017-06-15,S2,T23,T23_S2-7,0.336,0,0.0200486531,0.0200486531,1,D,32,29.8219074627,Bleaching,Nutrients2,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2017-07-20,S2,T24,T24_S2-7,0.222,9.05043451248747E-05,0.0066647333,0.0067552377,0.9866023448,D,26,NA,Control,Mcav,N,2,NH4,NH4,2,Yes,Ssid
S2-7,2018-01-22,S2,T26,T26_S2-7,NA,0,0.0015296128,0.0015296128,1,D,26,NA,Control,Mcav,N,2,NH4,NH4,2,Yes,Ssid
S2-8,2015-06-30,S2,T0,T0_S2-8,0.564,0,0.0073832453,0.0073832453,1,D,26,NA,Control,Nutrients1,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2015-08-04,S2,T1,T1_S2-8,0.605,0,0.0042391814,0.0042391814,1,D,26,25.6870654762,Control,Nutrients1,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2015-10-02,S2,T2,T2_S2-8,0.589,0,0.0037986008,0.0037986008,1,D,26,NA,Control,Nutrients1,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2015-10-21,S2,T3,T3_S2-8,0.566,0,0.0112759862,0.0112759862,1,D,26,NA,Control,Nutrients1,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2015-12-12,S2,T4,T4_S2-8,0.552,3.36966775610501E-05,0.0037354276,0.0037691243,0.9910598126,D,26,24.1799131737,Control,Nutrients1,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2016-01-14,S2,T5,T5_S2-8,0.56,0,0.0039677496,0.0039677496,1,D,26,24.7799156627,Control,Nutrients1,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2016-01-25,S2,T6,T6_S2-8,0.582,NA,NA,NA,NA,NA,32,31.7936130952,Bleaching,Nutrients1,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2016-02-01,S2,T7,T7_S2-8,0.55,NA,NA,NA,NA,NA,32,32.5548154762,Bleaching,Nutrients1,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2016-02-05,S2,T8,T8_S2-8,0.564,9.94013107900604E-06,0.0034060519,0.003415992,0.9970901188,D,32,32.5288869048,Bleaching,Nutrients1,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2016-02-12,S2,T9,T9_S2-8,0.503,0,0.0005366954,0.0005366954,1,D,32,32.8829107143,Bleaching,Nutrients1,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2016-02-22,S2,T10,T10_S2-8,0.279,0,0.0001720056,0.0001720056,1,D,32,28.6980863095,Bleaching,Nutrients1,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2016-04-05,S2,T11,T11_S2-8,0.478,0,0.0034810581,0.0034810581,1,D,27,NA,Recovery ,Nutrients1,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2016-05-26,S2,T12,T12_S2-8,NA,0,0.002420187,0.002420187,1,D,27,NA,Control,Nutrients1,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2016-06-13,S2,T13,T13_S2-8,NA,0,0.0157249535,0.0157249535,1,D,27,NA,Control,Nutrients2,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2016-07-19,S2,T14,T14_S2-8,NA,0.0001568506,0.0111971777,0.0113540283,0.9861854667,D,27,27.1685208333,Control,Nutrients2,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2017-03-23,S2,T16,T16_S2-8,NA,0,0.0028400161,0.0028400161,1,D,26,26.3338953846,Control,Nutrients2,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2017-05-11,S2,T17,T17_S2-8,0.534,0.000089832,0.0888476376,0.0889374696,0.9989899426,D,26,27.3250833333,Control,Nutrients2,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2017-05-18,S2,T18,T18_S2-8,0.501,NA,NA,NA,NA,NA,32,30.224988024,Bleaching,Nutrients2,N+P,2,NH4,NH4,2,Yes,Mcav
S2-8,2017-05-25,S2,T19,T19_S2-8,0.518,NA,NA,NA,NA,NA,32,29.9672335329,Bleaching,Nutrients2,N+P,2,NH4,NH4,2,Yes,Mcav
