Core,Date,Colony,Time,Sample.Time,YII,C.SH,D.SH,tot.SH,D.Prp,Community,Target_temp,Week_temp,Bleaching,Experiment,Tre_1,Rep_1,Tre_2,Tre_3,Rep_3,Bleached,Tre_4
S1-2,2015-06-30,S1,T0,T0_S1-2,0.522,0.0043909547,0.0068230685,0.0112140232,0.6084407339,D,26,NA,Control,Nutrients1,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2015-08-04,S1,T1,T1_S1-2,0.579,0.0011623024,0.0003832935,0.001545596,0.2479907618,C,26,25.6870654762,Control,Nutrients1,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2015-10-02,S1,T2,T2_S1-2,0.596,0.0037495987,0.0006126797,0.0043622784,0.1404494717,C,26,NA,Control,Nutrients1,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2015-10-21,S1,T3,T3_S1-2,0.579,0.0006098779,9.71310660097765E-05,0.0007070089,0.1373830787,C,26,NA,Control,Nutrients1,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2015-12-12,S1,T4,T4_S1-2,0.557,0.0008038378,0.000033958,0.0008377958,0.0405325049,C,26,24.1799131737,Control,Nutrients1,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2016-01-14,S1,T5,T5_S1-2,0.581,0.0005194643,1.54885443610024E-05,0.0005349528,0.0289531034,C,26,24.7799156627,Control,Nutrients1,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2016-01-25,S1,T6,T6_S1-2,0.531,NA,NA,NA,NA,NA,32,31.7936130952,Bleaching,Nutrients1,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2016-02-01,S1,T7,T7_S1-2,0.552,NA,NA,NA,NA,NA,32,32.5548154762,Bleaching,Nutrients1,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2016-02-05,S1,T8,T8_S1-2,0.553,0.0026843162,1.89746845294163E-05,0.0027032909,0.0070191056,C,32,32.5288869048,Bleaching,Nutrients1,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2016-02-12,S1,T9,T9_S1-2,0.259,0.0002847557,0.000001874,0.0002866297,0.0065382002,C,32,32.8829107143,Bleaching,Nutrients1,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2016-02-22,S1,T10,T10_S1-2,0,1.71751542782596E-06,0,1.71751542782596E-06,0,C,32,28.6980863095,Bleaching,Nutrients1,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2016-04-05,S1,T11,T11_S1-2,0.564,0.0011988593,0.0014176258,0.0026164851,0.5418054271,D,27,NA,Recovery ,Nutrients1,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2016-05-26,S1,T12,T12_S1-2,NA,0.0007314208,0.0005859293,0.0013173501,0.4447787301,C,27,NA,Control,Nutrients1,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2016-06-13,S1,T13,T13_S1-2,NA,0.0016548699,0.0010104895,0.0026653594,0.3791194303,C,27,NA,Control,Nutrients2,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2016-07-19,S1,T14,T14_S1-2,NA,0.0011468058,0.000672432,0.0018192379,0.3696229274,C,27,27.1685208333,Control,Nutrients2,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2016-09-26,S1,T15,T15_S1-2,NA,0.0002367407,0.0001060911,0.0003428319,0.3094552745,C,26,NA,Control,Nutrients2,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2017-03-23,S1,T16,T16_S1-2,NA,0.0002838643,1.90716502306382E-05,0.0003029359,0.0629560559,C,26,26.3338953846,Control,Nutrients2,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2017-05-11,S1,T17,T17_S1-2,0.553,0.002941478,0,0.002941478,0,C,26,27.3250833333,Control,Nutrients2,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2017-05-18,S1,T18,T18_S1-2,0.532,NA,NA,NA,NA,NA,32,30.224988024,Bleaching,Nutrients2,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2017-05-25,S1,T19,T19_S1-2,0.534,NA,NA,NA,NA,NA,32,29.9672335329,Bleaching,Nutrients2,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2017-06-01,S1,T20,T20_S1-2,0.513,0.0069545457,0,0.0069545457,0,C,32,31.6596716418,Bleaching,Nutrients2,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2017-06-03,S1,T21,T21_S1-2,0.516,NA,NA,NA,NA,NA,32,31.5688179104,Bleaching,Nutrients2,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2017-06-08,S1,T22,T22_S1-2,0.5,NA,NA,NA,NA,NA,32,31.9263928571,Bleaching,Nutrients2,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2017-06-15,S1,T23,T23_S1-2,0.439,0.0013846079,0,0.0013846079,0,C,32,29.8219074627,Bleaching,Nutrients2,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2017-07-20,S1,T24,T24_S1-2,0.458,0.0005002396,0,0.0005002396,0,C,26,NA,Control,Mcav,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-2,2018-01-22,S1,T26,T26_S1-2,NA,0.0001804058,0,0.0001804058,0,C,26,NA,Control,Mcav,N+P+Food,2,NO3,Control,2,Yes,Mcav
S1-3,2015-06-30,S1,T0,T0_S1-3,0.505,0.000111142,0.0007875362,0.0008986781,0.8763272786,D,26,NA,Control,Nutrients1,CO2,2,Control,Control,2,No,Mcav
S1-3,2015-08-04,S1,T1,T1_S1-3,0.547,0.0015165446,0.0002691761,0.0017857207,0.1507380872,C,26,25.6870654762,Control,Nutrients1,CO2,2,Control,Control,2,No,Mcav
S1-3,2015-10-02,S1,T2,T2_S1-3,0.496,0.0009610815,1.99361377677266E-05,0.0009810177,0.0203218948,C,26,NA,Control,Nutrients1,CO2,2,Control,Control,2,No,Mcav
S1-3,2015-10-21,S1,T3,T3_S1-3,0.492,0.0033132465,7.07705681109623E-05,0.0033840171,0.0209131828,C,26,NA,Control,Nutrients1,CO2,2,Control,Control,2,No,Mcav
S1-3,2015-12-12,S1,T4,T4_S1-3,0.39,NA,NA,NA,NA,NA,26,24.1799131737,Control,Nutrients1,CO2,2,Control,Control,2,No,Mcav
S1-3,2016-01-14,S1,T5,T5_S1-3,0.54,NA,NA,NA,NA,NA,26,24.7799156627,Control,Nutrients1,CO2,2,Control,Control,2,No,Mcav
S1-3,2016-01-25,S1,T6,T6_S1-3,0.473,NA,NA,NA,NA,NA,32,31.7936130952,Bleaching,Nutrients1,CO2,2,Control,Control,2,No,Mcav
S1-3,2016-02-01,S1,T7,T7_S1-3,0.519,NA,NA,NA,NA,NA,32,32.5548154762,Bleaching,Nutrients1,CO2,2,Control,Control,2,No,Mcav
S1-3,2016-02-05,S1,T8,T8_S1-3,0.536,NA,NA,NA,NA,NA,32,32.5288869048,Bleaching,Nutrients1,CO2,2,Control,Control,2,No,Mcav
S1-3,2016-02-12,S1,T9,T9_S1-3,0.382,NA,NA,NA,NA,NA,32,32.8829107143,Bleaching,Nutrients1,CO2,2,Control,Control,2,No,Mcav
S1-3,2016-04-05,S1,T11,T11_S1-3,0.524,NA,NA,NA,NA,NA,27,NA,Recovery ,Nutrients1,CO2,2,Control,Control,2,No,Mcav
S1-3,2016-05-26,S1,T12,T12_S1-3,NA,0.0061592426,1.08221401870671E-05,0.0061700648,0.0017539751,C,27,NA,Control,Nutrients1,CO2,2,Control,Control,2,No,Mcav
S1-3,2016-06-13,S1,T13,T13_S1-3,NA,0.0012193519,0,0.0012193519,0,C,27,NA,Control,Nutrients2,CO2,2,Control,Control,2,No,Mcav
S1-3,2016-07-19,S1,T14,T14_S1-3,NA,0.0006506223,3.8824495378041E-05,0.0006894468,0.0563125333,C,27,27.1685208333,Control,Nutrients2,CO2,2,Control,Control,2,No,Mcav
S1-3,2016-09-26,S1,T15,T15_S1-3,NA,0.0001789107,0,0.0001789107,0,C,26,NA,Control,Nutrients2,CO2,2,Control,Control,2,No,Mcav
S1-3,2017-03-23,S1,T16,T16_S1-3,NA,0.0001488734,0,0.0001488734,0,C,26,26.3338953846,Control,Nutrients2,CO2,2,Control,Control,2,No,Mcav
S1-3,2017-05-11,S1,T17,T17_S1-3,0.552,0.0019690982,0,0.0019690982,0,C,26,27.3250833333,Control,Nutrients2,CO2,2,Control,Control,2,No,Mcav
S1-3,2017-05-18,S1,T18,T18_S1-3,0.545,NA,NA,NA,NA,NA,32,30.224988024,Bleaching,Nutrients2,CO2,2,Control,Control,2,No,Mcav
S1-3,2017-05-25,S1,T19,T19_S1-3,0.551,NA,NA,NA,NA,NA,32,29.9672335329,Bleaching,Nutrients2,CO2,2,Control,Control,2,No,Mcav
S1-3,2017-06-01,S1,T20,T20_S1-3,0.474,0.0015890001,0,0.0015890001,0,C,32,31.6596716418,Bleaching,Nutrients2,CO2,2,Control,Control,2,No,Mcav
S1-3,2017-06-03,S1,T21,T21_S1-3,0.474,NA,NA,NA,NA,NA,32,31.5688179104,Bleaching,Nutrients2,CO2,2,Control,Control,2,No,Mcav
S1-3,2017-06-08,S1,T22,T22_S1-3,0.493,NA,NA,NA,NA,NA,32,31.9263928571,Bleaching,Nutrients2,CO2,2,Control,Control,2,No,Mcav
S1-3,2017-06-15,S1,T23,T23_S1-3,0.41,0.0047398468,0,0.0047398468,0,C,32,29.8219074627,Bleaching,Nutrients2,CO2,2,Control,Control,2,No,Mcav
S1-3,2017-07-20,S1,T24,T24_S1-3,0.403,0.0011785965,0,0.0011785965,0,C,26,NA,Control,Mcav,CO2,2,Control,Control,2,No,Mcav
S1-3,2018-01-22,S1,T26,T26_S1-3,NA,0.0003649905,0,0.0003649905,0,C,26,NA,Control,Mcav,CO2,2,Control,Control,2,No,Mcav
S1-4,2015-06-30,S1,T0,T0_S1-4,0.535,0.0014499469,0.0049239555,0.0063739024,0.7725181818,D,26,NA,Control,Nutrients1,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2015-08-04,S1,T1,T1_S1-4,0.523,0.0005738041,0.0018598129,0.002433617,0.7642175863,D,26,25.6870654762,Control,Nutrients1,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2015-10-02,S1,T2,T2_S1-4,0.435,0.0015452863,0.0013326886,0.0028779749,0.4630646963,C,26,NA,Control,Nutrients1,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2015-10-21,S1,T3,T3_S1-4,0.423,0.0100687899,0.0067187127,0.0167875026,0.4002210963,C,26,NA,Control,Nutrients1,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2015-12-12,S1,T4,T4_S1-4,0.514,0.0011424068,0.0015975278,0.0027399346,0.5830532503,D,26,24.1799131737,Control,Nutrients1,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2016-01-14,S1,T5,T5_S1-4,0.584,0.0069988841,0.0013794725,0.0083783566,0.1646471495,C,26,24.7799156627,Control,Nutrients1,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2016-01-25,S1,T6,T6_S1-4,0.544,NA,NA,NA,NA,NA,32,31.7936130952,Bleaching,Nutrients1,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2016-02-01,S1,T7,T7_S1-4,0.568,NA,NA,NA,NA,NA,32,32.5548154762,Bleaching,Nutrients1,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2016-02-05,S1,T8,T8_S1-4,0.535,0.0071505844,0.0015825867,0.0087331711,0.1812155834,C,32,32.5288869048,Bleaching,Nutrients1,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2016-02-12,S1,T9,T9_S1-4,0.516,0.0013588619,0.000382269,0.0017411309,0.219552128,C,32,32.8829107143,Bleaching,Nutrients1,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2016-02-22,S1,T10,T10_S1-4,0.446,3.07355294753252E-05,0.0001929088,0.0002236443,0.8625695748,D,32,28.6980863095,Bleaching,Nutrients1,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2016-04-05,S1,T11,T11_S1-4,0.533,0.000353931,0.0046756995,0.0050296305,0.9296308162,D,27,NA,Recovery ,Nutrients1,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2016-05-26,S1,T12,T12_S1-4,NA,6.68752860351492E-05,0.0024381168,0.0025049921,0.9733031945,D,27,NA,Control,Nutrients1,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2016-06-13,S1,T13,T13_S1-4,NA,0.0001874372,0.0040276915,0.0042151287,0.9555322728,D,27,NA,Control,Nutrients2,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2016-07-19,S1,T14,T14_S1-4,NA,0.00003574,0.0015483639,0.001584104,0.9774383346,D,27,27.1685208333,Control,Nutrients2,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2016-09-26,S1,T15,T15_S1-4,NA,0,0.0007535054,0.0007535054,1,D,26,NA,Control,Nutrients2,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2017-03-23,S1,T16,T16_S1-4,NA,0,0.0002001079,0.0002001079,1,D,26,26.3338953846,Control,Nutrients2,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2017-05-11,S1,T17,T17_S1-4,0.551,0.0001450377,0.0029644627,0.0031095004,0.9533565785,D,26,27.3250833333,Control,Nutrients2,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2017-05-18,S1,T18,T18_S1-4,0.518,NA,NA,NA,NA,NA,32,30.224988024,Bleaching,Nutrients2,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2017-05-25,S1,T19,T19_S1-4,0.522,NA,NA,NA,NA,NA,32,29.9672335329,Bleaching,Nutrients2,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2017-06-01,S1,T20,T20_S1-4,0.505,0.001353772,0.0098145202,0.0111682922,0.878784328,D,32,31.6596716418,Bleaching,Nutrients2,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2017-06-03,S1,T21,T21_S1-4,0.509,NA,NA,NA,NA,NA,32,31.5688179104,Bleaching,Nutrients2,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2017-06-08,S1,T22,T22_S1-4,0.47,NA,NA,NA,NA,NA,32,31.9263928571,Bleaching,Nutrients2,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2017-06-15,S1,T23,T23_S1-4,0.374,0.0003551633,0.001738865,0.0020940283,0.8303923104,D,32,29.8219074627,Bleaching,Nutrients2,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2017-07-20,S1,T24,T24_S1-4,0.413,0.0014231609,0.0464425757,0.0478657367,0.9702676477,D,26,NA,Control,Mcav,Dark,1,NH4,NH4,1,Yes,Ssid
S1-4,2018-01-22,S1,T26,T26_S1-4,NA,0.000073002,0.0016460913,0.0017190933,0.9575345883,D,26,NA,Control,Mcav,Dark,1,NH4,NH4,1,Yes,Ssid
S1-5,2015-06-30,S1,T0,T0_S1-5,0.516,0.0013607325,0.0046452004,0.0060059329,0.773435286,D,26,NA,Control,Nutrients1,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2015-08-04,S1,T1,T1_S1-5,0.558,0.0008259332,0.0008870024,0.0017129356,0.5178258647,D,26,25.6870654762,Control,Nutrients1,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2015-10-02,S1,T2,T2_S1-5,0.585,0.003656705,0.0019769574,0.0056336624,0.350918681,C,26,NA,Control,Nutrients1,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2015-10-21,S1,T3,T3_S1-5,0.601,0.0010960811,0.000531685,0.0016277661,0.3266347711,C,26,NA,Control,Nutrients1,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2015-12-12,S1,T4,T4_S1-5,0.555,0.0006559864,0.000079972,0.0007359584,0.1086637782,C,26,24.1799131737,Control,Nutrients1,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2016-01-14,S1,T5,T5_S1-5,0.579,0.0016767053,5.49717521034735E-05,0.001731677,0.0317448063,C,26,24.7799156627,Control,Nutrients1,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2016-01-25,S1,T6,T6_S1-5,0.565,NA,NA,NA,NA,NA,32,31.7936130952,Bleaching,Nutrients1,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2016-02-01,S1,T7,T7_S1-5,0.555,NA,NA,NA,NA,NA,32,32.5548154762,Bleaching,Nutrients1,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2016-02-05,S1,T8,T8_S1-5,0.473,0.0079368482,5.09682122486878E-05,0.0079878164,0.0063807441,C,32,32.5288869048,Bleaching,Nutrients1,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2016-02-12,S1,T9,T9_S1-5,0.41,0.0003666205,8.96381537792943E-06,0.0003755843,0.0238663192,C,32,32.8829107143,Bleaching,Nutrients1,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2016-02-22,S1,T10,T10_S1-5,0,3.69475088610063E-06,0,3.69475088610063E-06,0,C,32,28.6980863095,Bleaching,Nutrients1,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2016-04-05,S1,T11,T11_S1-5,0.561,7.8703562730892E-05,0.0010220881,0.0011007917,0.9285027632,D,27,NA,Recovery ,Nutrients1,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2016-05-26,S1,T12,T12_S1-5,NA,0.000158287,0.0015680776,0.0017263647,0.90831193,D,27,NA,Control,Nutrients1,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2016-06-13,S1,T13,T13_S1-5,NA,0.0006616391,0.0047613481,0.0054229872,0.8779936048,D,27,NA,Control,Nutrients2,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2016-07-19,S1,T14,T14_S1-5,NA,0.0004651436,0.0026698968,0.0031350403,0.8516307575,D,27,27.1685208333,Control,Nutrients2,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2017-03-23,S1,T16,T16_S1-5,NA,2.58757397932162E-05,0.0005424822,0.000568358,0.9544728131,D,26,26.3338953846,Control,Nutrients2,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2017-05-11,S1,T17,T17_S1-5,0.535,0.0009875729,0.0060389673,0.0070265402,0.8594510414,D,26,27.3250833333,Control,Nutrients2,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2017-05-18,S1,T18,T18_S1-5,0.52,NA,NA,NA,NA,NA,32,30.224988024,Bleaching,Nutrients2,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2017-05-25,S1,T19,T19_S1-5,0.513,NA,NA,NA,NA,NA,32,29.9672335329,Bleaching,Nutrients2,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2017-06-01,S1,T20,T20_S1-5,0.499,0.0009945237,0.0046831264,0.0056776501,0.8248353328,D,32,31.6596716418,Bleaching,Nutrients2,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2017-06-03,S1,T21,T21_S1-5,0.48,NA,NA,NA,NA,NA,32,31.5688179104,Bleaching,Nutrients2,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2017-06-08,S1,T22,T22_S1-5,0.47,NA,NA,NA,NA,NA,32,31.9263928571,Bleaching,Nutrients2,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2017-06-15,S1,T23,T23_S1-5,0.357,0.0005501352,0.0017839876,0.0023341228,0.7643075037,D,32,29.8219074627,Bleaching,Nutrients2,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2017-07-20,S1,T24,T24_S1-5,0.418,NA,NA,NA,NA,NA,26,NA,Control,Mcav,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-5,2018-01-22,S1,T26,T26_S1-5,NA,9.57860876785624E-05,0.0007333355,0.0008291216,0.8844728052,D,26,NA,Control,Mcav,N+P+Food,1,NH4,NH4,1,Yes,Ssid
S1-6,2015-06-30,S1,T0,T0_S1-6,0.519,0.0005514314,0.001715027,0.0022664584,0.756699092,D,26,NA,Control,Nutrients1,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2015-08-04,S1,T1,T1_S1-6,0.527,0.0006524277,0.0009557767,0.0016082044,0.5943129384,D,26,25.6870654762,Control,Nutrients1,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2015-10-02,S1,T2,T2_S1-6,0.539,0.0005499425,0.0003905931,0.0009405356,0.4152879459,C,26,NA,Control,Nutrients1,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2015-10-21,S1,T3,T3_S1-6,0.528,0.0024703916,0.0002401397,0.0027105313,0.0885950581,C,26,NA,Control,Nutrients1,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2015-12-12,S1,T4,T4_S1-6,0.542,0.0005318974,3.52656314809E-05,0.000567163,0.0621790034,C,26,24.1799131737,Control,Nutrients1,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2016-01-14,S1,T5,T5_S1-6,0.558,0.0016152452,1.4696709433102E-05,0.0016299419,0.0090167074,C,26,24.7799156627,Control,Nutrients1,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2016-01-25,S1,T6,T6_S1-6,0.527,NA,NA,NA,NA,NA,32,31.7936130952,Bleaching,Nutrients1,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2016-02-01,S1,T7,T7_S1-6,0.546,NA,NA,NA,NA,NA,32,32.5548154762,Bleaching,Nutrients1,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2016-02-05,S1,T8,T8_S1-6,0.501,0.0015990536,1.22996574470117E-05,0.0016113532,0.0076331231,C,32,32.5288869048,Bleaching,Nutrients1,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2016-02-12,S1,T9,T9_S1-6,0.364,0.0003628969,2.93359425249649E-05,0.0003922329,0.0747921545,C,32,32.8829107143,Bleaching,Nutrients1,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2016-02-22,S1,T10,T10_S1-6,0.032,1.32549424826652E-06,0,1.32549424826652E-06,0,C,32,28.6980863095,Bleaching,Nutrients1,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2016-04-05,S1,T11,T11_S1-6,0.602,0.0008069566,0.0003901712,0.0011971278,0.3259227538,C,27,NA,Recovery ,Nutrients1,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2016-05-26,S1,T12,T12_S1-6,NA,0.0003556981,0.0001980594,0.0005537574,0.357664512,C,27,NA,Control,Nutrients1,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2016-06-13,S1,T13,T13_S1-6,NA,0.0010836593,0.0005979732,0.0016816325,0.3555908684,C,27,NA,Control,Nutrients2,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2016-07-19,S1,T14,T14_S1-6,NA,0.0012618251,0.0005352322,0.0017970573,0.2978381196,C,27,27.1685208333,Control,Nutrients2,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2016-09-26,S1,T15,T15_S1-6,NA,0.0003758689,0.0004305039,0.0008063728,0.5338770226,D,26,NA,Control,Nutrients2,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2017-03-23,S1,T16,T16_S1-6,NA,0.0004105938,0.0003677411,0.000778335,0.472471537,C,26,26.3338953846,Control,Nutrients2,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2017-05-11,S1,T17,T17_S1-6,0.563,0.0054805973,0.0029184588,0.0083990561,0.3474746184,C,26,27.3250833333,Control,Nutrients2,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2017-05-18,S1,T18,T18_S1-6,0.541,NA,NA,NA,NA,NA,32,30.224988024,Bleaching,Nutrients2,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2017-05-25,S1,T19,T19_S1-6,0.552,NA,NA,NA,NA,NA,32,29.9672335329,Bleaching,Nutrients2,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2017-06-01,S1,T20,T20_S1-6,0.462,0.0061346877,0.0032511289,0.0093858166,0.3463874314,C,32,31.6596716418,Bleaching,Nutrients2,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2017-06-03,S1,T21,T21_S1-6,0.466,NA,NA,NA,NA,NA,32,31.5688179104,Bleaching,Nutrients2,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2017-06-08,S1,T22,T22_S1-6,0.455,NA,NA,NA,NA,NA,32,31.9263928571,Bleaching,Nutrients2,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2017-06-15,S1,T23,T23_S1-6,0.337,0.0041484874,0.0006540007,0.0048024881,0.1361795538,C,32,29.8219074627,Bleaching,Nutrients2,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2017-07-20,S1,T24,T24_S1-6,0.467,0.0007653689,0.0005888749,0.0013542438,0.4348367139,C,26,NA,Control,Mcav,Fe,1,NH4,NH4,1,Yes,Ssid
S1-6,2018-01-22,S1,T26,T26_S1-6,NA,9.04411901838686E-05,0.0007266795,0.0008171207,0.8893172249,D,26,NA,Control,Mcav,Fe,1,NH4,NH4,1,Yes,Ssid
S1-7,2015-06-30,S1,T0,T0_S1-7,0.528,4.7807482605835E-05,0.0012219588,0.0012697663,0.9623493853,D,26,NA,Control,Nutrients1,Dark,2,NA,NA,NA,Yes,NA
S1-7,2015-08-04,S1,T1,T1_S1-7,0.537,2.96344443377348E-05,0.0022515569,0.0022811913,0.9870092244,D,26,25.6870654762,Control,Nutrients1,Dark,2,NA,NA,NA,Yes,NA
S1-7,2015-10-02,S1,T2,T2_S1-7,0.537,0.0001461555,0.0039605067,0.0041066622,0.9644101436,D,26,NA,Control,Nutrients1,Dark,2,NA,NA,NA,Yes,NA
S1-7,2015-10-21,S1,T3,T3_S1-7,0.57,0.0001499967,0.0034908423,0.003640839,0.9588016241,D,26,NA,Control,Nutrients1,Dark,2,NA,NA,NA,Yes,NA
S1-7,2015-12-12,S1,T4,T4_S1-7,0.537,0.0001320603,0.0013381856,0.0014702459,0.9101781128,D,26,24.1799131737,Control,Nutrients1,Dark,2,NA,NA,NA,Yes,NA
S1-7,2016-01-14,S1,T5,T5_S1-7,0.609,0.0006205021,0.0028669573,0.0034874594,0.8220761818,D,26,24.7799156627,Control,Nutrients1,Dark,2,NA,NA,NA,Yes,NA
S1-8,2015-06-30,S1,T0,T0_S1-8,0.522,0.0002760989,0.0019594984,0.0022355973,0.8764988298,D,26,NA,Control,Nutrients1,N,2,NA,NA,NA,Yes,NA
S1-8,2015-08-04,S1,T1,T1_S1-8,0.556,0.0004997168,0.0003309654,0.0008306822,0.3984260514,C,26,25.6870654762,Control,Nutrients1,N,2,NA,NA,NA,Yes,NA
S1-8,2015-10-02,S1,T2,T2_S1-8,0.592,0.0019796279,0.0007861147,0.0027657426,0.2842327658,C,26,NA,Control,Nutrients1,N,2,NA,NA,NA,Yes,NA
S1-8,2015-10-21,S1,T3,T3_S1-8,0.538,0.0009938225,9.13409067166828E-05,0.0010851634,0.0841724925,C,26,NA,Control,Nutrients1,N,2,NA,NA,NA,Yes,NA
S1-8,2015-12-12,S1,T4,T4_S1-8,0.553,0.0023489242,0.0002633616,0.0026122858,0.1008165256,C,26,24.1799131737,Control,Nutrients1,N,2,NA,NA,NA,Yes,NA
S1-8,2016-01-14,S1,T5,T5_S1-8,0.568,0.0020179916,0.000228893,0.0022468846,0.1018712701,C,26,24.7799156627,Control,Nutrients1,N,2,NA,NA,NA,Yes,NA
