Date_Time,Temp,Lux,Treatment,Replicate
08/05/15 02:00:00 PM,25.708,2583.4,N,2
08/05/15 02:15:00 PM,25.61,2497.2,N,2
08/05/15 02:30:00 PM,25.708,2497.2,N,2
08/05/15 02:45:00 PM,25.708,2497.2,N,2
08/05/15 03:00:00 PM,25.708,2583.4,N,2
08/05/15 03:15:00 PM,25.708,2497.2,N,2
08/05/15 03:30:00 PM,25.708,3616.7,N,2
08/05/15 03:45:00 PM,25.61,3616.7,N,2
08/05/15 04:00:00 PM,25.61,3616.7,N,2
08/05/15 04:15:00 PM,25.61,3616.7,N,2
08/05/15 04:30:00 PM,25.513,3444.5,N,2
08/05/15 04:45:00 PM,25.61,3616.7,N,2
08/05/15 05:00:00 PM,25.61,3444.5,N,2
08/05/15 05:15:00 PM,25.61,3444.5,N,2
08/05/15 05:30:00 PM,25.708,3272.2,N,2
08/05/15 05:45:00 PM,26.195,2325,N,2
08/05/15 06:00:00 PM,26.097,2325,N,2
08/05/15 06:15:00 PM,25.902,2325,N,2
08/05/15 06:30:00 PM,25.805,2325,N,2
08/05/15 06:45:00 PM,25.902,2325,N,2
08/05/15 07:00:00 PM,25.902,2238.9,N,2
08/05/15 07:15:00 PM,25.902,2325,N,2
08/05/15 07:30:00 PM,26,2411.1,N,2
08/05/15 07:45:00 PM,26,2238.9,N,2
08/05/15 08:00:00 PM,26,2411.1,N,2
08/05/15 08:15:00 PM,25.902,0,N,2
08/05/15 08:30:00 PM,25.902,0,N,2
08/05/15 08:45:00 PM,25.902,0,N,2
08/05/15 09:00:00 PM,25.805,0,N,2
08/05/15 09:15:00 PM,25.805,0,N,2
08/05/15 09:30:00 PM,25.805,0,N,2
08/05/15 09:45:00 PM,25.708,0,N,2
08/05/15 10:00:00 PM,25.708,0,N,2
08/05/15 10:15:00 PM,25.708,0,N,2
08/05/15 10:30:00 PM,25.708,0,N,2
08/05/15 10:45:00 PM,25.61,0,N,2
08/05/15 11:00:00 PM,25.61,0,N,2
08/05/15 11:15:00 PM,25.61,0,N,2
08/05/15 11:30:00 PM,25.513,0,N,2
08/05/15 11:45:00 PM,25.513,0,N,2
08/06/15 12:00:00 AM,25.416,0,N,2
08/06/15 12:15:00 AM,25.416,0,N,2
08/06/15 12:30:00 AM,25.416,0,N,2
08/06/15 12:45:00 AM,25.416,0,N,2
08/06/15 01:00:00 AM,25.416,0,N,2
08/06/15 01:15:00 AM,25.416,0,N,2
08/06/15 01:30:00 AM,25.319,0,N,2
08/06/15 01:45:00 AM,25.319,0,N,2
08/06/15 02:00:00 AM,25.319,0,N,2
08/06/15 02:15:00 AM,25.222,0,N,2
08/06/15 02:30:00 AM,25.222,0,N,2
08/06/15 02:45:00 AM,25.222,0,N,2
08/06/15 03:00:00 AM,25.125,0,N,2
08/06/15 03:15:00 AM,25.125,0,N,2
08/06/15 03:30:00 AM,25.125,0,N,2
08/06/15 03:45:00 AM,25.125,0,N,2
08/06/15 04:00:00 AM,25.125,0,N,2
08/06/15 04:15:00 AM,25.125,0,N,2
08/06/15 04:30:00 AM,25.125,0,N,2
08/06/15 04:45:00 AM,25.125,0,N,2
08/06/15 05:00:00 AM,25.028,0,N,2
08/06/15 05:15:00 AM,25.028,0,N,2
08/06/15 05:30:00 AM,25.028,0,N,2
08/06/15 05:45:00 AM,25.028,0,N,2
08/06/15 06:00:00 AM,25.028,0,N,2
08/06/15 06:15:00 AM,25.222,0,N,2
08/06/15 06:30:00 AM,25.416,0,N,2
08/06/15 06:45:00 AM,25.416,0,N,2
08/06/15 07:00:00 AM,25.416,0,N,2
08/06/15 07:15:00 AM,25.319,0,N,2
08/06/15 07:30:00 AM,25.222,0,N,2
08/06/15 07:45:00 AM,25.222,0,N,2
08/06/15 08:00:00 AM,25.222,0,N,2
08/06/15 08:15:00 AM,25.319,2325,N,2
08/06/15 08:30:00 AM,25.222,2238.9,N,2
08/06/15 08:45:00 AM,25.319,2325,N,2
08/06/15 09:00:00 AM,25.61,2325,N,2
08/06/15 09:15:00 AM,25.61,2325,N,2
08/06/15 09:30:00 AM,25.61,2325,N,2
08/06/15 09:45:00 AM,25.513,2325,N,2
08/06/15 10:00:00 AM,25.513,2325,N,2
08/06/15 10:15:00 AM,25.416,2325,N,2
08/06/15 10:30:00 AM,25.416,2411.1,N,2
08/06/15 10:45:00 AM,25.416,2325,N,2
08/06/15 11:00:00 AM,25.416,2325,N,2
08/06/15 11:15:00 AM,25.416,2325,N,2
08/06/15 11:30:00 AM,25.319,2325,N,2
08/06/15 11:45:00 AM,25.319,2325,N,2
08/06/15 12:00:00 PM,25.319,2325,N,2
08/06/15 12:15:00 PM,25.416,2325,N,2
08/06/15 12:30:00 PM,25.416,2238.9,N,2
08/06/15 12:45:00 PM,25.416,2325,N,2
08/06/15 01:00:00 PM,25.513,2325,N,2
08/06/15 01:15:00 PM,25.513,2325,N,2
08/06/15 01:30:00 PM,25.513,2325,N,2
08/06/15 01:45:00 PM,25.61,2325,N,2
08/06/15 02:00:00 PM,25.61,2325,N,2
08/06/15 02:15:00 PM,25.61,2325,N,2
08/06/15 02:30:00 PM,25.708,2325,N,2
08/06/15 02:45:00 PM,25.708,2325,N,2
08/06/15 03:00:00 PM,25.805,2238.9,N,2
08/06/15 03:15:00 PM,25.805,2325,N,2
08/06/15 03:30:00 PM,25.902,2325,N,2
08/06/15 03:45:00 PM,25.902,2325,N,2
08/06/15 04:00:00 PM,26,2238.9,N,2
08/06/15 04:15:00 PM,26,2325,N,2
08/06/15 04:30:00 PM,26,2325,N,2
08/06/15 04:45:00 PM,26.097,2238.9,N,2
08/06/15 05:00:00 PM,26.097,2325,N,2
08/06/15 05:15:00 PM,26.195,2325,N,2
08/06/15 05:30:00 PM,26.195,2325,N,2
08/06/15 05:45:00 PM,26.195,2325,N,2
08/06/15 06:00:00 PM,26.195,2497.2,N,2
08/06/15 06:15:00 PM,26.292,2325,N,2
08/06/15 06:30:00 PM,26.292,2325,N,2
08/06/15 06:45:00 PM,26.292,2238.9,N,2
08/06/15 07:00:00 PM,26.292,2325,N,2
08/06/15 07:15:00 PM,26.292,2325,N,2
08/06/15 07:30:00 PM,26.292,2325,N,2
08/06/15 07:45:00 PM,26.292,2325,N,2
08/06/15 08:00:00 PM,26.195,2325,N,2
08/06/15 08:15:00 PM,26.097,0,N,2
08/06/15 08:30:00 PM,26.097,0,N,2
08/06/15 08:45:00 PM,26,0,N,2
08/06/15 09:00:00 PM,26,0,N,2
08/06/15 09:15:00 PM,25.902,0,N,2
08/06/15 09:30:00 PM,25.902,0,N,2
08/06/15 09:45:00 PM,25.902,0,N,2
08/06/15 10:00:00 PM,25.805,0,N,2
08/06/15 10:15:00 PM,25.805,0,N,2
08/06/15 10:30:00 PM,25.708,0,N,2
08/06/15 10:45:00 PM,25.708,0,N,2
08/06/15 11:00:00 PM,25.708,0,N,2
08/06/15 11:15:00 PM,25.61,0,N,2
08/06/15 11:30:00 PM,25.61,0,N,2
08/06/15 11:45:00 PM,25.513,0,N,2
08/07/15 12:00:00 AM,25.513,0,N,2
08/07/15 12:15:00 AM,25.513,0,N,2
08/07/15 12:30:00 AM,25.416,0,N,2
08/07/15 12:45:00 AM,25.416,0,N,2
08/07/15 01:00:00 AM,25.416,0,N,2
08/07/15 01:15:00 AM,25.319,0,N,2
08/07/15 01:30:00 AM,25.319,0,N,2
08/07/15 01:45:00 AM,25.319,0,N,2
08/07/15 02:00:00 AM,25.222,0,N,2
08/07/15 02:15:00 AM,25.222,0,N,2
08/07/15 02:30:00 AM,25.222,0,N,2
08/07/15 02:45:00 AM,25.125,0,N,2
08/07/15 03:00:00 AM,25.125,0,N,2
08/07/15 03:15:00 AM,25.125,0,N,2
08/07/15 03:30:00 AM,25.125,0,N,2
08/07/15 03:45:00 AM,25.125,0,N,2
08/07/15 04:00:00 AM,25.125,0,N,2
08/07/15 04:15:00 AM,25.125,0,N,2
08/07/15 04:30:00 AM,25.319,0,N,2
08/07/15 04:45:00 AM,25.513,0,N,2
08/07/15 05:00:00 AM,25.416,0,N,2
08/07/15 05:15:00 AM,25.416,0,N,2
08/07/15 05:30:00 AM,25.319,0,N,2
08/07/15 05:45:00 AM,25.319,0,N,2
08/07/15 06:00:00 AM,25.222,0,N,2
08/07/15 06:15:00 AM,25.222,0,N,2
08/07/15 06:30:00 AM,25.125,0,N,2
08/07/15 06:45:00 AM,25.319,0,N,2
08/07/15 07:00:00 AM,25.513,0,N,2
08/07/15 07:15:00 AM,25.513,0,N,2
08/07/15 07:30:00 AM,25.416,0,N,2
08/07/15 07:45:00 AM,25.319,0,N,2
08/07/15 08:00:00 AM,25.319,0,N,2
08/07/15 08:15:00 AM,25.319,2238.9,N,2
08/07/15 08:30:00 AM,25.319,2411.1,N,2
08/07/15 08:45:00 AM,25.319,2325,N,2
08/07/15 09:00:00 AM,25.319,2238.9,N,2
08/07/15 09:15:00 AM,25.61,2238.9,N,2
08/07/15 09:30:00 AM,25.708,2238.9,N,2
08/07/15 09:45:00 AM,25.61,2325,N,2
08/07/15 10:00:00 AM,25.708,2411.1,N,2
08/07/15 10:15:00 AM,25.805,2411.1,N,2
08/07/15 10:30:00 AM,25.805,2497.2,N,2
08/07/15 10:45:00 AM,25.902,2411.1,N,2
08/07/15 11:00:00 AM,27.173,1001,N,2
08/07/15 11:15:00 AM,27.173,1022.6,N,2
08/07/15 11:30:00 AM,27.075,2583.4,N,2
08/07/15 11:45:00 AM,26.781,2583.4,N,2
08/07/15 12:00:00 PM,26.488,2583.4,N,2
08/07/15 12:15:00 PM,26.292,2583.4,N,2
08/07/15 12:30:00 PM,26.195,2583.4,N,2
08/07/15 12:45:00 PM,26.097,2583.4,N,2
08/07/15 01:00:00 PM,26.097,2583.4,N,2
08/07/15 01:15:00 PM,26,2583.4,N,2
08/07/15 01:30:00 PM,26,2497.2,N,2
08/07/15 01:45:00 PM,26,2497.2,N,2
08/07/15 02:00:00 PM,26,2497.2,N,2
08/07/15 02:15:00 PM,26,2497.2,N,2
08/07/15 02:30:00 PM,26,2497.2,N,2
08/07/15 02:45:00 PM,26,2583.4,N,2
08/07/15 03:00:00 PM,26.097,2497.2,N,2
08/07/15 03:15:00 PM,26.097,2497.2,N,2
08/07/15 03:30:00 PM,26.097,2497.2,N,2
08/07/15 03:45:00 PM,26.097,2583.4,N,2
08/07/15 04:00:00 PM,26.195,2497.2,N,2
08/07/15 04:15:00 PM,26.195,2497.2,N,2
08/07/15 04:30:00 PM,26.195,2411.1,N,2
08/07/15 04:45:00 PM,26.292,2497.2,N,2
08/07/15 05:00:00 PM,26.292,2583.4,N,2
08/07/15 05:15:00 PM,26.292,2583.4,N,2
08/07/15 05:30:00 PM,26.292,2583.4,N,2
08/07/15 05:45:00 PM,26.292,2497.2,N,2
08/07/15 06:00:00 PM,26.292,2497.2,N,2
08/07/15 06:15:00 PM,26.292,2583.4,N,2
08/07/15 06:30:00 PM,26.39,2583.4,N,2
08/07/15 06:45:00 PM,26.39,2497.2,N,2
08/07/15 07:00:00 PM,26.39,2583.4,N,2
08/07/15 07:15:00 PM,26.39,2583.4,N,2
08/07/15 07:30:00 PM,26.39,2497.2,N,2
08/07/15 07:45:00 PM,26.39,2583.4,N,2
08/07/15 08:00:00 PM,26.39,2497.2,N,2
08/07/15 08:15:00 PM,26.292,0,N,2
08/07/15 08:30:00 PM,26.292,0,N,2
08/07/15 08:45:00 PM,26.195,0,N,2
08/07/15 09:00:00 PM,26.195,0,N,2
08/07/15 09:15:00 PM,26.097,0,N,2
08/07/15 09:30:00 PM,26.097,0,N,2
08/07/15 09:45:00 PM,26,0,N,2
08/07/15 10:00:00 PM,26,0,N,2
08/07/15 10:15:00 PM,25.902,0,N,2
08/07/15 10:30:00 PM,25.902,0,N,2
08/07/15 10:45:00 PM,25.805,0,N,2
08/07/15 11:00:00 PM,25.805,0,N,2
08/07/15 11:15:00 PM,25.805,0,N,2
08/07/15 11:30:00 PM,25.708,0,N,2
08/07/15 11:45:00 PM,25.708,0,N,2
08/08/15 12:00:00 AM,25.708,0,N,2
08/08/15 12:15:00 AM,25.61,0,N,2
08/08/15 12:30:00 AM,25.61,0,N,2
08/08/15 12:45:00 AM,25.61,0,N,2
08/08/15 01:00:00 AM,25.513,0,N,2
08/08/15 01:15:00 AM,25.513,0,N,2
08/08/15 01:30:00 AM,25.513,0,N,2
08/08/15 01:45:00 AM,25.513,0,N,2
08/08/15 02:00:00 AM,25.416,0,N,2
08/08/15 02:15:00 AM,25.416,0,N,2
08/08/15 02:30:00 AM,25.416,0,N,2
08/08/15 02:45:00 AM,25.319,0,N,2
08/08/15 03:00:00 AM,25.319,0,N,2
08/08/15 03:15:00 AM,25.319,0,N,2
08/08/15 03:30:00 AM,25.319,0,N,2
08/08/15 03:45:00 AM,25.319,0,N,2
08/08/15 04:00:00 AM,25.319,0,N,2
08/08/15 04:15:00 AM,25.222,0,N,2
08/08/15 04:30:00 AM,25.222,0,N,2
08/08/15 04:45:00 AM,25.222,0,N,2
08/08/15 05:00:00 AM,25.222,0,N,2
08/08/15 05:15:00 AM,25.222,0,N,2
08/08/15 05:30:00 AM,25.222,0,N,2
08/08/15 05:45:00 AM,25.125,0,N,2
08/08/15 06:00:00 AM,25.125,0,N,2
08/08/15 06:15:00 AM,25.125,0,N,2
08/08/15 06:30:00 AM,25.125,0,N,2
08/08/15 06:45:00 AM,25.125,0,N,2
08/08/15 07:00:00 AM,25.125,0,N,2
08/08/15 07:15:00 AM,25.125,0,N,2
08/08/15 07:30:00 AM,25.028,0,N,2
08/08/15 07:45:00 AM,25.028,0,N,2
08/08/15 08:00:00 AM,25.028,0,N,2
08/08/15 08:15:00 AM,25.125,2497.2,N,2
08/08/15 08:30:00 AM,25.125,2583.4,N,2
08/08/15 08:45:00 AM,25.222,2583.4,N,2
08/08/15 09:00:00 AM,25.222,2583.4,N,2
08/08/15 09:15:00 AM,25.222,2497.2,N,2
08/08/15 09:30:00 AM,25.222,2583.4,N,2
08/08/15 09:45:00 AM,25.222,2583.4,N,2
08/08/15 10:00:00 AM,25.222,2583.4,N,2
08/08/15 10:15:00 AM,25.222,2497.2,N,2
08/08/15 10:30:00 AM,25.222,2497.2,N,2
08/08/15 10:45:00 AM,25.319,2669.5,N,2
08/08/15 11:00:00 AM,25.319,2583.4,N,2
08/08/15 11:15:00 AM,25.319,2497.2,N,2
08/08/15 11:30:00 AM,25.319,2497.2,N,2
08/08/15 11:45:00 AM,25.416,2497.2,N,2
08/08/15 12:00:00 PM,25.416,2497.2,N,2
08/08/15 12:15:00 PM,25.416,2497.2,N,2
08/08/15 12:30:00 PM,25.416,2497.2,N,2
08/08/15 12:45:00 PM,25.416,2583.4,N,2
08/08/15 01:00:00 PM,25.513,2583.4,N,2
08/08/15 01:15:00 PM,25.513,2583.4,N,2
08/08/15 01:30:00 PM,25.61,2583.4,N,2
08/08/15 01:45:00 PM,25.61,2583.4,N,2
08/08/15 02:00:00 PM,25.61,2583.4,N,2
08/08/15 02:15:00 PM,25.708,2583.4,N,2
08/08/15 02:30:00 PM,25.708,2583.4,N,2
08/08/15 02:45:00 PM,25.708,2583.4,N,2
08/08/15 03:00:00 PM,25.805,2583.4,N,2
08/08/15 03:15:00 PM,25.805,2497.2,N,2
08/08/15 03:30:00 PM,25.805,2583.4,N,2
08/08/15 03:45:00 PM,25.902,2583.4,N,2
08/08/15 04:00:00 PM,25.902,2583.4,N,2
08/08/15 04:15:00 PM,26,2583.4,N,2
08/08/15 04:30:00 PM,26,2497.2,N,2
08/08/15 04:45:00 PM,26.097,2583.4,N,2
08/08/15 05:00:00 PM,26.097,2497.2,N,2
08/08/15 05:15:00 PM,26.097,2583.4,N,2
08/08/15 05:30:00 PM,26.195,2497.2,N,2
08/08/15 05:45:00 PM,26.195,2583.4,N,2
08/08/15 06:00:00 PM,26.292,2497.2,N,2
08/08/15 06:15:00 PM,26.292,2411.1,N,2
08/08/15 06:30:00 PM,26.292,2583.4,N,2
08/08/15 06:45:00 PM,26.292,2497.2,N,2
08/08/15 07:00:00 PM,26.292,2497.2,N,2
08/08/15 07:15:00 PM,26.292,2583.4,N,2
08/08/15 07:30:00 PM,26.292,2497.2,N,2
08/08/15 07:45:00 PM,26.292,2669.5,N,2
08/08/15 08:00:00 PM,26.195,2583.4,N,2
08/08/15 08:15:00 PM,26.097,0,N,2
08/08/15 08:30:00 PM,26.097,0,N,2
08/08/15 08:45:00 PM,26,0,N,2
08/08/15 09:00:00 PM,26,0,N,2
08/08/15 09:15:00 PM,25.902,0,N,2
08/08/15 09:30:00 PM,25.902,0,N,2
08/08/15 09:45:00 PM,25.805,0,N,2
08/08/15 10:00:00 PM,25.805,0,N,2
08/08/15 10:15:00 PM,25.708,0,N,2
08/08/15 10:30:00 PM,25.708,0,N,2
08/08/15 10:45:00 PM,25.61,0,N,2
08/08/15 11:00:00 PM,25.61,0,N,2
08/08/15 11:15:00 PM,25.513,0,N,2
08/08/15 11:30:00 PM,25.513,0,N,2
08/08/15 11:45:00 PM,25.416,0,N,2
08/09/15 12:00:00 AM,25.416,0,N,2
08/09/15 12:15:00 AM,25.416,0,N,2
08/09/15 12:30:00 AM,25.319,0,N,2
08/09/15 12:45:00 AM,25.319,0,N,2
08/09/15 01:00:00 AM,25.319,0,N,2
08/09/15 01:15:00 AM,25.319,0,N,2
08/09/15 01:30:00 AM,25.222,0,N,2
08/09/15 01:45:00 AM,25.222,0,N,2
08/09/15 02:00:00 AM,25.222,0,N,2
08/09/15 02:15:00 AM,25.222,0,N,2
08/09/15 02:30:00 AM,25.125,0,N,2
08/09/15 02:45:00 AM,25.125,0,N,2
08/09/15 03:00:00 AM,25.125,0,N,2
08/09/15 03:15:00 AM,25.125,0,N,2
08/09/15 03:30:00 AM,25.125,0,N,2
08/09/15 03:45:00 AM,25.125,0,N,2
08/09/15 04:00:00 AM,25.028,0,N,2
08/09/15 04:15:00 AM,25.028,0,N,2
08/09/15 04:30:00 AM,25.028,0,N,2
08/09/15 04:45:00 AM,25.028,0,N,2
08/09/15 05:00:00 AM,24.931,0,N,2
08/09/15 05:15:00 AM,24.931,0,N,2
08/09/15 05:30:00 AM,24.931,0,N,2
08/09/15 05:45:00 AM,24.931,0,N,2
08/09/15 06:00:00 AM,24.931,0,N,2
08/09/15 06:15:00 AM,24.931,0,N,2
08/09/15 06:30:00 AM,24.931,0,N,2
08/09/15 06:45:00 AM,25.028,0,N,2
08/09/15 07:00:00 AM,25.222,0,N,2
08/09/15 07:15:00 AM,25.222,0,N,2
08/09/15 07:30:00 AM,25.222,0,N,2
08/09/15 07:45:00 AM,25.222,0,N,2
08/09/15 08:00:00 AM,25.222,0,N,2
08/09/15 08:15:00 AM,25.319,2497.2,N,2
08/09/15 08:30:00 AM,25.319,2583.4,N,2
08/09/15 08:45:00 AM,25.222,2497.2,N,2
08/09/15 09:00:00 AM,25.222,2497.2,N,2
08/09/15 09:15:00 AM,25.222,2497.2,N,2
08/09/15 09:30:00 AM,25.222,2583.4,N,2
08/09/15 09:45:00 AM,25.222,2497.2,N,2
08/09/15 10:00:00 AM,25.222,2497.2,N,2
08/09/15 10:15:00 AM,25.416,2497.2,N,2
08/09/15 10:30:00 AM,25.513,2583.4,N,2
08/09/15 10:45:00 AM,25.513,2497.2,N,2
08/09/15 11:00:00 AM,25.513,2497.2,N,2
08/09/15 11:15:00 AM,25.513,2497.2,N,2
08/09/15 11:30:00 AM,25.513,2497.2,N,2
08/09/15 11:45:00 AM,25.416,2497.2,N,2
08/09/15 12:00:00 PM,25.416,2497.2,N,2
08/09/15 12:15:00 PM,25.416,2497.2,N,2
08/09/15 12:30:00 PM,25.416,2497.2,N,2
08/09/15 12:45:00 PM,25.416,2497.2,N,2
08/09/15 01:00:00 PM,25.513,2497.2,N,2
08/09/15 01:15:00 PM,25.513,2497.2,N,2
08/09/15 01:30:00 PM,25.513,2497.2,N,2
08/09/15 01:45:00 PM,25.61,2497.2,N,2
08/09/15 02:00:00 PM,25.61,2583.4,N,2
08/09/15 02:15:00 PM,25.708,2583.4,N,2
08/09/15 02:30:00 PM,25.708,2411.1,N,2
08/09/15 02:45:00 PM,25.805,2497.2,N,2
08/09/15 03:00:00 PM,25.805,2497.2,N,2
08/09/15 03:15:00 PM,25.902,2497.2,N,2
08/09/15 03:30:00 PM,25.902,2583.4,N,2
08/09/15 03:45:00 PM,26,2497.2,N,2
08/09/15 04:00:00 PM,26,2497.2,N,2
08/09/15 04:15:00 PM,26.097,2497.2,N,2
08/09/15 04:30:00 PM,26.097,2497.2,N,2
08/09/15 04:45:00 PM,26.195,2497.2,N,2
08/09/15 05:00:00 PM,26.195,2497.2,N,2
08/09/15 05:15:00 PM,26.292,2497.2,N,2
08/09/15 05:30:00 PM,26.292,2583.4,N,2
08/09/15 05:45:00 PM,26.292,2497.2,N,2
08/09/15 06:00:00 PM,26.292,2497.2,N,2
08/09/15 06:15:00 PM,26.39,2497.2,N,2
08/09/15 06:30:00 PM,26.39,2411.1,N,2
08/09/15 06:45:00 PM,26.39,2497.2,N,2
08/09/15 07:00:00 PM,26.39,2497.2,N,2
08/09/15 07:15:00 PM,26.39,2497.2,N,2
08/09/15 07:30:00 PM,26.39,2497.2,N,2
08/09/15 07:45:00 PM,26.39,2497.2,N,2
08/09/15 08:00:00 PM,26.39,2497.2,N,2
08/09/15 08:15:00 PM,26.292,0,N,2
08/09/15 08:30:00 PM,26.292,0,N,2
08/09/15 08:45:00 PM,26.195,0,N,2
08/09/15 09:00:00 PM,26.195,0,N,2
08/09/15 09:15:00 PM,26.097,0,N,2
08/09/15 09:30:00 PM,26.097,0,N,2
08/09/15 09:45:00 PM,26,0,N,2
08/09/15 10:00:00 PM,26,0,N,2
08/09/15 10:15:00 PM,25.902,0,N,2
08/09/15 10:30:00 PM,25.902,0,N,2
08/09/15 10:45:00 PM,25.805,0,N,2
08/09/15 11:00:00 PM,25.805,0,N,2
08/09/15 11:15:00 PM,25.708,0,N,2
08/09/15 11:30:00 PM,25.708,0,N,2
08/09/15 11:45:00 PM,25.61,0,N,2
08/10/15 12:00:00 AM,25.61,0,N,2
08/10/15 12:15:00 AM,25.61,0,N,2
08/10/15 12:30:00 AM,25.513,0,N,2
08/10/15 12:45:00 AM,25.513,0,N,2
08/10/15 01:00:00 AM,25.513,0,N,2
08/10/15 01:15:00 AM,25.416,0,N,2
08/10/15 01:30:00 AM,25.416,0,N,2
08/10/15 01:45:00 AM,25.416,0,N,2
08/10/15 02:00:00 AM,25.319,0,N,2
08/10/15 02:15:00 AM,25.319,0,N,2
08/10/15 02:30:00 AM,25.319,0,N,2
08/10/15 02:45:00 AM,25.319,0,N,2
08/10/15 03:00:00 AM,25.319,0,N,2
08/10/15 03:15:00 AM,25.319,0,N,2
08/10/15 03:30:00 AM,25.319,0,N,2
08/10/15 03:45:00 AM,25.319,0,N,2
08/10/15 04:00:00 AM,25.222,0,N,2
08/10/15 04:15:00 AM,25.222,0,N,2
08/10/15 04:30:00 AM,25.222,0,N,2
08/10/15 04:45:00 AM,25.222,0,N,2
08/10/15 05:00:00 AM,25.125,0,N,2
08/10/15 05:15:00 AM,25.125,0,N,2
08/10/15 05:30:00 AM,25.125,0,N,2
08/10/15 05:45:00 AM,25.125,0,N,2
08/10/15 06:00:00 AM,25.125,0,N,2
08/10/15 06:15:00 AM,25.125,0,N,2
08/10/15 06:30:00 AM,25.125,0,N,2
08/10/15 06:45:00 AM,25.125,0,N,2
08/10/15 07:00:00 AM,25.125,0,N,2
08/10/15 07:15:00 AM,25.125,0,N,2
08/10/15 07:30:00 AM,25.028,0,N,2
